TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,L6_Z_MATCH_BIN,144_LUM,EDR?,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,objID,RAJ2000,DEJ2000,errHalfMaj_x,errHalfMin_x,errPosAng_x,cell,sky,f_objID,Qual,e_RAJ2000,e_DEJ2000,Epoch,Ns,Nd,Ng,Nr,Ni,Nz,Ny,gPSFf,gmag,e_gmag,gmagStd,o_gmag,b_gmag_x,B_gmag_xa,gKmag,e_gKmag,gFlags,rPSFf,rmag,e_rmag,rmagStd,o_rmag,b_rmag_x,B_rmag_xa,rKmag,e_rKmag,rFlags,iPSFf,imag,e_imag,imagStd,o_imag,b_imag_x,B_imag_xa,iKmag,e_iKmag,iFlags,zPSFf,zmag,e_zmag,zmagStd,o_zmag,b_zmag_x,B_zmag_xa,zKmag,e_zKmag,zFlags,yPSFf,ymag,e_ymag,ymagStd,o_ymag,b_ymag_x,B_ymag_xa,yKmag,e_yKmag,yFlags,angDist_x,RAJ2000_x,DEJ2000_x,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr_x,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xa
39632971921100311,254.05252894514467,34.530407950087934,1.777124901785865,QSO,0.07238037457695257,0.0030274471145230455,2.583222065133096E-5,45.839441106491925,2,3.359470792887269E24,true,J165612.63+343149.7,254.052629,34.530475,0.225,0.21,93.0,15.746,14.257,10.848,8.359,,,,0.054,0.051,0.084,0.261,,,,2540134801241012350,0000,0,011n,AAAB,,0.382557,149432540525497063,254.0525305635,34.53040721133,0.002,0.002,0.0,2063,68,436527256,52,0.00188023984,0.00189532043,56088.638004987,5,78,16,13,21,13,15,0.999728,19.6707,0.0237,0.0903,16,19.5525,19.8585,19.8258,0.0249,115000,0.999245,19.289,0.0071,0.0413,11,19.2415,19.3903,19.3738,0.0182,115000,0.999622,19.0095,0.0086,0.0406,19,18.946,19.0954,19.0834,0.0103,115000,0.999615,18.9609,0.0061,0.0212,12,18.9183,18.9945,19.0672,0.0194,115000,0.99919,18.9627,0.0258,0.0834,14,18.7932,19.1155,19.0455,0.037,115000,0.005487,254.05228,34.530097,GALEX J165612.5+343148,6371478716179024820,6371478716177973248,AIS,254.188391,34.637203,245.0,357.0,57.0687,37.7175,50016,321,10,0.155013,true,1,0.0146,0,0,,,22.3821,0.3654,,,2.3021,0.3654,,,2.6231,0.3591,,,2.098,0.4124,0,0,0,2,,,4.04717,1.36184,,,2190.25,1681.71,,5.055,,0.002,0.97,0.0,0.2345,,-15.51,-14.06,,,0.0,5.77097,4.88102,6.01E-4,4.6E-4,,,,270.5,232.3,,,1.02,,,0.46,,C,0,1,6371478716179024896,6371478716179024820,0,1,6371478716179024896,6371478716179024820,6371478716179024820,N,0.0,1.340764
39632971929486454,254.4716699965578,34.529340513310736,0.9947505975387735,QSO,-0.056390833036125076,0.0029030656912612716,1.6105997544401492E-5,45.2828194124646,,2.619201164893849E24,true,J165753.21+343145.7,254.471743,34.529379,0.127,0.121,88.0,14.589,13.419,10.813,9.018,,,,0.033,0.032,0.079,0.405,,,,2540134801241013914,0000,0,011n,AAAC,,0.256646,149432544716985820,254.47166881336,34.52934032905,0.001,0.001,90.0,2063,67,436527256,52,0.0010081477,9.922639E-4,56040.664451425,5,100,16,16,38,15,15,0.999703,18.3713,0.0302,0.116,15,18.1961,18.4863,18.4478,0.0354,115000,0.999632,18.3433,0.0153,0.0686,13,18.2347,18.4536,18.4065,0.0157,115000,0.99965,18.4693,0.0049,0.0366,29,18.4229,18.563,18.5415,0.0082,115000,0.999335,18.368,0.014,0.0443,14,18.2916,18.4458,18.443,0.0101,115000,0.999346,18.432,0.0245,0.1204,12,18.2829,18.7453,18.6265,0.053,115000,0.003571,254.471838,34.529264,GALEX J165753.2+343145,6371478716181122040,6371478716177973248,AIS,254.188391,34.637203,245.0,357.0,57.1414,37.3767,50016,321,10,0.257117,true,3,0.0166,0,0,20.1778,0.136,19.1108,0.0433,1.3578,0.136,-0.9692,0.0433,1.3674,0.1328,-0.9019,0.0431,1.3229,0.1415,-0.9708,0.045,0,0,0,0,30.8225,3.85974,82.3565,3.28189,1360.87,1680.51,1360.7,1680.31,4.373,3.549,0.002,0.001,0.9987,0.9835,0.1087,0.0539,-11.23,-4.38,66.2,66.38,4.49262,2.5638,3.5,9.06E-4,8.07E-4,3.5,7.32E-4,6.93E-4,277.8,233.3,0.877,0.3,0.47,0.73,0.56,0.07,0.09,C,0,1,6371478716181122048,6371478716181122040,0,1,6371478716181122048,6371478716181122040,6371478716181122040,N,0.0,0.570238
39632975037466861,119.13850226690386,34.8433377007493,0.7067691242215489,QSO,0.2911326672825165,0.0037185869856752826,1.8827397477132464E-5,45.65741547216909,,6.960500657022785E23,true,J075633.23+345036.0,119.138494,34.843356,0.085,0.083,126.0,13.507,12.155,8.893,6.27,16.765,16.21,15.027,0.026,0.026,0.028,0.048,0.154,0.223,0.126,1187134801241017838,0000,0,0111,AAAA,0.579,0.070857,149811191385012624,119.13849569659,34.84333881982,0.002,0.002,0.0,2034,73,503636120,60,0.00174297809,0.00175388741,56426.680020289,5,94,10,16,37,14,17,0.999101,19.4788,0.0272,0.0774,9,19.3451,19.5778,19.5678,0.0176,115000,0.999807,19.0638,0.0174,0.0703,13,18.9728,19.1857,19.1274,0.0162,115000,0.999814,18.7669,0.0075,0.0479,25,18.6347,18.8514,18.8161,0.012,115000,0.999674,18.4507,0.0217,0.0766,13,18.3093,18.5312,18.4686,0.017,115000,0.999028,18.5868,0.0314,0.1059,16,18.4203,18.8357,18.5848,0.03,115000,0.019826,119.138623,34.843189,GALEX J075633.2+345035,6374047182857700489,6374047182856650752,AIS,118.623775,35.111294,110.0,218.0,185.8072,27.7278,50089,545,17,0.499842,true,1,0.0542,0,0,,,22.0427,0.376,,,1.9627,0.376,,,2.1816,0.3354,,,1.7149,0.3844,0,0,0,0,,,5.53229,1.91562,,,898.42,1211.84,,8.779,,0.004,0.947,0.0,0.3463,,-26.26,-25.34,,,0.542003,4.17379,4.5024,7.56E-4,4.94E-4,,,,176.1,87.8,,,1.53,,,0.6,,C,0,1,6374047182857700352,6374047182857700489,0,1,6374047182857700352,6374047182857700489,6374047182857700489,N,0.0,0.643644
39632975054241915,120.20713844752474,34.82099206488142,2.341437301948642,QSO,-0.03674149312103148,0.0,4.070137426477659E-5,46.18243190088661,,4.076926879790917E24,true,J080049.76+344915.1,120.207371,34.820867,0.311,0.288,90.0,15.683,14.57,11.508,8.87,,,,0.062,0.078,0.193,0.428,,,,1206134801241021010,0000,0,00nn,AABC,,0.82173,149781202071095867,120.20713907978,34.82099178429,0.002,0.001,0.0,2034,71,436527256,52,0.00148651162,0.00150727299,56343.681231602,5,100,15,17,37,16,15,0.99974,19.0209,0.0121,0.0488,13,18.9468,19.1111,19.1022,0.0198,115000,0.999779,18.7939,0.0112,0.0534,16,18.6944,18.9037,18.8241,0.017,115000,0.999664,18.7521,0.008,0.0957,26,18.6725,19.0736,18.8562,0.0099,115000,0.999657,18.7016,0.0234,0.0985,14,18.562,18.8449,18.8768,0.0374,115000,0.99925,18.5978,0.0275,0.1245,15,18.2547,18.7496,18.7092,0.0313,115000,0.002124,120.207045,34.820993,GALEX J080049.6+344915,6374047180712315133,6374047180709167104,AIS,120.861151,34.937035,107.0,330.0,186.0878,28.5695,50089,481,15,0.549006,true,3,0.0587,0,0,21.6888,0.4497,21.0294,0.1489,2.8688,0.4497,0.9494,0.1489,2.9511,0.4851,1.0451,0.1286,2.8081,0.5556,1.0208,0.1935,0,1,0,0,7.66474,3.17377,14.0682,1.92874,3196.05,1683.3,3197.26,1684.01,6.04,6.561,0.003,0.003,0.972,0.9888,0.1468,0.2285,-77.86,-77.85,12.42,12.09,11.1359,5.77274,3.5,8.38E-4,7.15E-4,4.8313,4.81E-4,3.71E-4,261.9,100.7,0.169,2.26,0.64,1.42,1.2,0.27,0.25,C,1,2,6374047180712314880,6374047180712315133+6374047181786055994,1,2,6374047180712314880,6374047180712315133+6374047181786055994,6374047180712315133+6374047181786055994,N,0.0,0.276221
39632975054244710,120.36269132648135,34.75640325774377,0.871242887090052,QSO,0.06390165157135186,0.0,1.7061890941819806E-5,44.733632920518566,2,0.0,true,J080127.11+344522.2,120.362992,34.756183,0.23,0.214,105.0,15.228,14.308,11.511,8.396,,,,0.045,0.063,0.189,,,,,1206134801241020933,0000,0,00nn,AABU,,1.192124,149701203626738323,120.3626869005,34.75640277725,0.003,0.003,90.0,2034,61,436527256,52,0.00332776552,0.00328559027,56299.271105319,10,71,6,8,35,15,7,0.999011,19.9727,0.0317,0.0447,4,19.916,20.0236,20.085,0.1023,115000,0.99992,19.7654,0.019,0.094,8,19.7088,19.9459,19.8271,0.0247,115000,0.999207,19.8228,0.0157,0.0962,34,19.6606,20.0159,19.9428,0.0175,115000,0.999171,19.6297,0.0229,0.094,15,19.4652,19.8173,19.7607,0.0609,115000,0.99839,19.7088,0.1018,0.214,7,19.3364,19.9118,19.4308,0.1522,115000,0.013205,120.362672,34.756445,GALEX J080127.0+344523,6374047180710217605,6374047180709167104,AIS,120.861151,34.937035,107.0,330.0,186.1959,28.6768,50089,481,15,0.447179,true,1,0.0571,0,0,,,21.4262,0.1868,,,1.3462,0.1868,,,1.4517,0.1694,,,1.4542,0.2746,0,0,0,0,,,9.76173,1.67881,,,2891.39,1527.35,,7.88,,0.003,0.7355,0.0,0.1277,,-75.21,-80.56,,,9.98072,51.8084,3.5,7.44E-4,6.48E-4,,,,263.1,105.1,,,0.67,,,0.31,,C,1,2,6374047180710217728,6374047180710217605+6374047181783958562,1,2,6374047180710217728,6374047180710217605+6374047181783958562,6374047180710217605+6374047181783958562,N,0.0,0.162021
39632975058437038,120.56365346026423,34.6858069320471,1.5162479259623782,QSO,0.1064000681863615,0.005181360231484953,2.3203461230158454E-5,45.99468120684393,,6.169641192025702E24,true,J080215.25+344108.9,120.563556,34.685828,0.144,0.135,104.0,14.732,13.299,10.192,7.782,,,,0.036,0.035,0.061,0.17,,,,1206134801241019343,0000,0,011n,AAAB,,0.297615,149621205636343583,120.5636516687,34.68580758043,0.001,0.001,90.0,2034,60,436527256,52,0.00133618484,0.00131813516,56605.617370832,5,89,14,15,38,12,10,0.999742,19.1915,0.0137,0.0585,12,19.12,19.3016,19.2692,0.0123,115000,0.999684,18.7452,0.0135,0.0394,14,18.656,18.7862,18.8299,0.0116,115000,0.999605,18.3346,0.0043,0.0324,28,18.2831,18.412,18.4394,0.0104,115000,0.999799,18.3621,0.0195,0.0868,8,18.2109,18.4696,18.4293,0.033,115000,0.999365,18.2102,0.026,0.1337,8,17.9374,18.3884,18.3266,0.0292,115000,0.005794,120.563719,34.686292,GALEX J080215.2+344110,6374047180710217183,6374047180709167104,AIS,120.861151,34.937035,107.0,330.0,186.3209,28.8189,50089,481,15,0.350009,true,1,0.0539,0,0,,,22.8639,0.4423,,,2.7839,0.4423,,,2.5719,0.3897,,,2.2441,0.5481,0,0,0,0,,,2.59674,1.05763,,,2495.44,1357.43,,3.737,,0.002,0.8936,0.0,0.3453,,-5.05,-5.57,,,0.0,125.271,3.5,5.8E-4,3.8E-4,,,,262.1,107.9,,,1.22,,,0.54,,C,0,1,6374047180710216704,6374047180710217183,0,1,6374047180710216704,6374047180710217183,6374047180710217183,N,0.0,1.75703
39632975062632960,120.99009638941926,34.62823225256239,1.5767588103591796,QSO,-0.05618383245148678,0.003734800143507937,1.9060159218740687E-5,45.537258401121115,,0.0,true,J080357.65+343741.9,120.990233,34.628321,0.342,0.309,87.0,15.918,14.679,11.445,9.046,,,,0.069,0.079,0.181,,,,,1206134801241013395,0000,0,00nn,AABU,,0.515849,149551209901134497,120.99009667459,34.628231836,0.003,0.003,0.0,2035,69,436527256,52,0.00260274238,0.00265368419,56417.402326782,5,70,8,10,30,14,8,0.999695,19.4423,0.0258,0.1392,7,19.4092,19.7326,19.6195,0.0394,115000,0.999659,19.3691,0.0213,0.09,7,19.3035,19.5666,19.4806,0.0366,115000,0.999847,19.1843,0.0128,0.0713,21,19.0198,19.2702,19.311,0.0174,115000,0.999317,19.179,0.0368,0.1026,14,19.0345,19.318,19.3306,0.0276,115000,0.999388,19.216,0.0524,0.1719,8,18.9073,19.4169,19.2893,0.0494,115000,0.001721,120.990195,34.628408,GALEX J080357.6+343742,6374047180710216892,6374047180709167104,AIS,120.861151,34.937035,107.0,330.0,186.4855,29.144,50089,481,15,0.326319,true,1,0.0411,0,0,,,21.3943,0.1884,,,1.3143,0.1884,,,1.5353,0.1815,,,1.4526,0.2759,0,0,0,0,,,10.0527,1.74431,,,1653.6,1217.85,,9.095,,0.004,0.3814,0.0,0.249,,30.46,27.2,,,6.42251,8.69322,3.5,8.33E-4,6.26E-4,,,,264.4,106.0,,,0.71,,,0.34,,C,0,1,6374047180710216704,6374047180710216892,0,1,6374047180710216704,6374047180710216892,6374047180710216892,N,0.0,0.694961
39632975071019755,121.4819631202,34.69231571764879,1.7361638151012666,QSO,0.02325158266489047,0.006375246663443562,4.511288117490016E-5,45.412316813997286,,1.9586256540361744E27,true,J080555.67+344132.8,121.481961,34.692448,0.429,0.388,90.0,16.254,14.825,12.041,8.834,,,,0.093,0.089,0.294,,,,,1206134801241016491,0000,0,11nn,AABU,,0.475063,149631214819321307,121.48195892226,34.69231668028,0.002,0.002,90.0,2035,68,436527256,52,0.00223679609,0.00219573167,56395.245331764,5,92,12,14,34,18,14,0.999599,19.5603,0.0136,0.0519,8,19.4527,19.5869,19.6266,0.0133,115000,0.999627,19.4843,0.0186,0.0535,10,19.3882,19.5761,19.5294,0.0292,115000,0.999657,19.4382,0.0128,0.0695,16,19.2601,19.5429,19.3791,0.0311,115000,0.999721,19.1089,0.0245,0.1021,15,19.0311,19.3647,19.2029,0.0302,115000,0.999656,19.1116,0.0319,0.1319,14,18.8761,19.3422,19.1065,0.0655,115000,0.0129,121.481955,34.692369,GALEX J080555.6+344132,6374047179636476105,6374047179635425280,AIS,121.980253,34.815975,137.0,380.05,186.5292,29.5518,50089,449,14,0.427657,true,1,0.0454,0,0,,,21.8628,0.2249,,,1.7828,0.2249,,,1.7558,0.1857,,,1.8564,0.3519,0,17,0,0,,,6.52962,1.35217,,,2890.2,1673.53,,5.817,,0.002,0.9823,0.0,0.1325,,-88.65,-84.01,,,1.39867,23.451,3.5,6.7E-4,5.81E-4,,,,298.6,132.9,,,0.7,,,0.32,,C,0,1,6374047179636475904,6374047179636476105,0,1,6374047179636475904,6374047179636476105,6374047179636476105,N,0.0,0.192185
39632975071021179,121.58829345382428,34.86398297686454,1.0251922151903845,QSO,-0.017388759251583286,0.0037981278912558015,1.858915842967026E-5,45.23650144893988,,4.522440287827885E23,true,J080621.19+345150.6,121.588325,34.864071,0.214,0.207,83.0,15.136,14.172,11.013,8.392,,,,0.045,0.056,0.126,,,,,1224134801241021698,0000,0,nnnn,AABU,,0.329124,149831215883147396,121.58829499735,34.8639839524,0.001,0.001,0.0,2035,78,436527248,52,0.00111428765,0.00114921442,56264.015026183,5,86,14,14,32,15,11,0.999372,18.6348,0.0248,0.0932,12,18.5333,18.7834,18.7657,0.0306,115000,0.999527,18.3698,0.0123,0.0271,6,18.3541,18.4113,18.3957,0.0144,115000,0.999686,18.2838,0.0085,0.0307,20,18.2172,18.3192,18.3885,0.013,115000,0.99971,18.2019,0.0092,0.0618,15,18.152,18.3232,18.2854,0.014,115000,0.9996,18.0515,0.018,0.0673,11,17.9419,18.1561,18.0729,0.0434,115000,0.005755,121.587726,34.86409,GALEX J080621.0+345150,6374047179638574393,6374047179635425280,AIS,121.980253,34.815975,137.0,380.05,186.362,29.6779,50089,449,14,0.32574,true,3,0.0451,0,0,21.7639,0.4147,19.1427,0.045,2.9439,0.4147,-0.9373,0.045,2.8878,0.4308,-0.6405,0.0475,2.6653,0.4399,-0.9301,0.045,0,0,0,0,7.15195,2.73122,79.9721,3.31658,2680.91,2084.79,2679.89,2084.75,3.715,6.934,0.002,0.003,0.983,0.9702,0.2936,0.2094,-75.34,-72.55,-48.1,-48.22,14.1081,2.39064,3.5,0.001253,8.85E-4,3.5,5.31E-4,4.2E-4,287.3,123.7,0.546,1.11,0.51,1.25,1.01,0.11,0.21,C,0,1,6374047179638574080,6374047179638574393,0,1,6374047179638574080,6374047179638574393,6374047179638574393,N,0.0,1.718842
39632975083603463,122.4110141146649,34.84180225709443,0.8234430183140801,QSO,0.1475751374046752,0.004106569042892793,3.329970514077857E-5,44.482667737963325,,0.0,true,J080938.64+345030.4,122.411023,34.841778,0.618,0.55,83.0,16.537,15.667,12.305,8.424,,,,0.111,0.173,0.37,,,,,1224134801241018897,0000,0,0nnn,BBCU,,0.089732,149811224110590779,122.41101517557,34.84180318391,0.006,0.006,90.0,2035,76,436527248,52,0.0060027406,0.0060027406,56322.547038502,5,65,10,10,33,10,2,0.999526,20.8303,0.0359,0.1354,10,20.7382,21.1534,21.0137,0.0608,115000,0.999261,20.5908,0.0598,0.2118,8,20.4187,20.9627,20.6611,0.0844,115000,0.999845,20.4728,0.0221,0.1309,26,20.2332,20.7585,20.5814,0.0294,115000,0.998921,20.0376,0.0828,0.2568,5,19.948,20.4591,20.085,0.1297,115000,0.998393,20.1846,0.0644,0.0911,2,20.1204,20.2492,20.3042,0.1964,115000,0.004578,122.411023,34.842036,GALEX J080938.6+345031,6374047179636477072,6374047179635425280,AIS,121.980253,34.815975,137.0,380.05,186.5736,30.3286,50089,449,14,0.35456,true,1,0.0446,0,0,,,21.1439,0.1412,,,1.0639,0.1412,,,1.1238,0.1197,,,1.0255,0.1747,0,0,0,0,,,12.6601,1.64591,,,1058.38,2032.24,,6.451,,0.003,0.9834,0.0,0.1476,,-32.85,-28.97,,,10.4339,4.36119,3.5,7.86E-4,6.7E-4,,,,303.8,108.3,,,0.62,,,0.24,,C,0,1,6374047179636476928,6374047179636477072,0,1,6374047179636476928,6374047179636477072,6374047179636477072,N,0.0,0.840382
39632975108769983,124.33908264924565,34.86285813891132,1.1629767560517608,QSO,-0.02495299855017602,0.0022244448548706308,1.9782476253975213E-5,45.47459146856983,,1.3693305391044183E24,true,J081721.37+345146.3,124.339061,34.862876,0.141,0.134,103.0,14.673,13.32,10.617,8.011,,,,0.034,0.034,0.083,0.201,,,,1242134801241017991,0000,0,111n,AAAB,,0.090732,149831243390616053,124.33908154311,34.86285831598,0.001,0.001,90.0,2035,72,436527256,52,0.00126748897,0.00123560273,56455.855573336,5,79,12,13,30,12,12,0.999638,18.6331,0.0087,0.0312,10,18.5871,18.6849,18.736,0.0113,115000,0.998885,18.3558,0.018,0.0565,11,18.2774,18.4513,18.4411,0.018,115000,0.99985,18.2566,0.0048,0.0321,24,18.2014,18.3315,18.3295,0.007,115000,0.999582,18.2518,0.0199,0.0993,12,18.165,18.4822,18.3593,0.0265,115000,0.999353,18.1156,0.037,0.0943,11,18.0168,18.2569,18.3038,0.0301,115000,0.003329,124.339143,34.86296,GALEX J081721.3+345146,6374047177491091313,6374047177487941632,AIS,124.214054,34.504127,110.0,220.0,186.9726,31.8736,50089,385,12,0.373285,true,3,0.0523,0,0,20.2889,0.2564,19.2572,0.0634,1.4689,0.2564,-0.8228,0.0634,1.5208,0.2516,-0.7463,0.0629,1.3895,0.2655,-0.8308,0.0666,0,0,0,0,27.8245,6.56965,71.9665,4.20405,1664.8,2758.01,1664.66,2757.77,5.587,3.96,0.002,0.002,0.9822,0.9996,0.1818,0.0132,35.39,41.97,-53.89,-53.82,10.4188,3.02395,3.5,9.68E-4,7.92E-4,4.16486,6.41E-4,6.32E-4,164.1,79.6,0.702,0.62,0.51,0.89,0.74,0.11,0.13,C,0,1,6374047177491091456,6374047177491091313,0,1,6374047177491091456,6374047177491091313,6374047177491091313,N,0.0,0.407201
39632975125545243,125.38643378200113,34.861278357542155,1.500458161062936,QSO,-0.0793264681095821,0.0030416741420588103,2.6587079238484645E-5,45.06308417367142,,0.0,true,J082132.75+345140.6,125.386463,34.861296,0.469,0.425,77.0,16.477,15.032,12.387,8.757,,,,0.099,0.098,0.385,0.375,,,,1260134801241022593,0000,0,00nn,AACC,,0.1068,149831253864064124,125.38643256383,34.86127886998,0.003,0.003,90.0,2035,70,436527256,52,0.00266101184,0.00263623048,56343.889879522,5,76,12,13,30,12,9,0.999591,19.772,0.0366,0.1509,10,19.5384,19.9676,19.9786,0.0506,115000,0.999677,19.544,0.0157,0.054,9,19.455,19.6174,19.6329,0.0266,115000,0.999662,19.4421,0.0195,0.112,23,19.2615,19.7005,19.4839,0.0237,115000,0.999146,19.3318,0.0208,0.0547,11,19.271,19.4182,19.4936,0.0312,115000,0.998261,19.419,0.0641,0.1694,8,19.2363,19.7353,19.5813,0.0434,115000,0.004044,125.386703,34.861642,GALEX J082132.8+345141,6374047168899055941,6374047168898007040,AIS,125.144593,35.332993,105.05,212.05,187.1949,32.7124,50089,129,4,0.511283,true,1,0.0493,0,0,,,21.7916,0.2652,,,1.7116,0.2652,,,1.871,0.2839,,,1.7852,0.4228,0,1,0,3,,,6.97232,1.70238,,,1390.21,816.5,,8.719,,0.004,0.9556,0.0,0.2533,,32.63,30.32,,,0.0,4.3364,3.5,7.02E-4,5.25E-4,,,,170.6,94.9,,,0.95,,,0.42,,C,0,1,6374047168899055616,6374047168899055941,0,1,6374047168899055616,6374047168899055941,6374047168899055941,N,0.0,1.530984
39632976874572945,252.16504717953012,34.661583761469785,1.6074054729296476,QSO,0.019712857019001495,0.0,2.3701421615248196E-5,45.04377398006673,,0.0,true,J164839.59+343941.4,252.164976,34.66151,0.597,0.535,84.0,17.094,15.692,12.801,9.448,,,,0.124,0.117,0.4,,,,,2521134801241013373,0000,0,10nn,BBCU,,0.339266,149592521651434557,252.1650434826,34.6615839397,0.004,0.004,0.0,2062,62,436527256,52,0.00376509748,0.00378768366,56112.948004267,5,80,13,18,22,19,8,0.999673,20.3603,0.0148,0.051,9,20.2906,20.4288,20.3984,0.0412,115000,0.999392,20.1458,0.0147,0.0804,15,20.0886,20.3159,20.282,0.022,115000,0.999479,19.9661,0.0122,0.142,20,19.8778,20.5023,20.0873,0.0293,115000,0.999646,19.9087,0.0277,0.1664,19,19.6871,20.2531,20.0092,0.068,115000,0.999,19.7998,0.1341,0.2397,6,19.5443,20.0784,19.4029,0.275,115000,0.010966,252.165115,34.661695,GALEX J164839.6+343942,6371478718326508459,6371478718325456896,AIS,251.989591,34.650551,218.15,218.15,56.9188,39.2721,50016,385,12,0.144812,true,1,0.0222,0,0,,,21.55,0.2381,,,1.47,0.2381,,,1.5855,0.2187,,,1.4875,0.319,256,0,0,0,,,8.70953,1.90913,,,1595.08,1950.83,,9.532,,0.004,0.974,0.0,0.2582,,89.97,-89.0,,,10.3405,4.87427,3.5,8.35E-4,6.2E-4,,,,168.4,209.3,,,0.98,,,0.4,,C,0,1,6371478718326508544,6371478718326508459,0,1,6371478718326508544,6371478718326508459,6371478718326508459,N,0.0,0.446
39632976878764655,252.2769953681693,34.747322055868786,0.7615749970575907,QSO,-0.004013017390312845,0.0,1.5853707740157992E-5,45.03325017265191,,5.870933744413373E23,true,J164906.49+344450.8,252.277081,34.747445,0.133,0.126,97.0,14.77,13.81,10.668,8.48,,,,0.032,0.036,0.062,0.221,,,,2521134801241021744,0000,0,000n,AAAB,,0.511753,149692522769917383,252.27699850213,34.7473286801,0.002,0.002,90.0,2062,62,436527104,52,0.00199577463,0.00197790788,55972.664385513,5,70,14,12,17,17,10,0.999673,19.1103,0.011,0.036,7,19.0677,19.1756,19.1749,0.0195,115000,0.99926,19.0862,0.0366,0.1425,11,18.9891,19.3842,19.1397,0.027,115000,0.998964,19.1524,0.0215,0.0821,14,18.9542,19.2781,19.0958,0.0255,16892216,0.999699,18.999,0.0202,0.0715,15,18.9074,19.1556,18.8249,0.027,16892216,0.999238,19.0918,0.0324,0.0919,10,18.8822,19.2173,18.87,0.0901,115000,0.025586,252.277161,34.74706,GALEX J164906.5+344449,6371478718328606056,6371478718325456896,AIS,251.989591,34.650551,218.15,218.15,57.0456,39.1939,50016,385,12,0.255366,true,3,0.0216,0,0,20.2714,0.1454,19.5216,0.0741,1.4514,0.1454,-0.5584,0.0741,1.496,0.1515,-0.3516,0.0736,1.3693,0.1496,-0.5393,0.0748,0,0,0,0,28.2773,3.7847,56.4092,3.84957,1374.6,2156.84,1374.46,2156.19,6.265,5.414,0.003,0.002,0.9829,0.9942,0.3981,0.1621,-10.07,-9.62,-30.82,-30.7,5.63725,2.87767,3.5,0.001385,8.33E-4,3.5,7.39E-4,6.19E-4,174.5,207.9,0.203,1.16,0.58,0.75,0.65,0.18,0.1,C,0,1,6371478718328605696,6371478718328606056,0,1,6371478718328605696,6371478718328606056,6371478718328606056,N,0.0,1.061852
39632976878765196,252.3134791752781,34.653649867064274,1.7797198514703718,QSO,-0.025699745605237023,0.0,2.9746697549488697E-5,45.842799390670656,,0.0,true,J164915.22+343912.9,252.313458,34.653605,0.228,0.209,88.0,16.009,14.387,11.086,8.408,,,,0.057,0.049,0.086,0.217,,,,2521134801241013044,0000,0,011n,AAAB,,0.173502,149582523134824936,252.31347011206,34.65364646402,0.003,0.003,90.0,2062,62,436527256,52,0.00287492127,0.00281250529,55897.473188874,5,74,14,12,20,15,13,0.999327,19.7648,0.017,0.0459,8,19.6883,19.8282,19.8497,0.0451,115000,0.999041,19.7584,0.0089,0.0372,6,19.7468,19.8246,19.8311,0.0291,115000,0.999656,19.3892,0.0289,0.0875,13,19.236,19.4993,19.3589,0.0293,115000,0.998698,19.3203,0.0509,0.1145,12,19.1748,19.4876,19.2942,0.0315,115000,0.99896,19.3383,0.0703,0.2631,12,18.9997,19.9302,19.4644,0.1099,115000,0.029503,252.313258,34.653507,GALEX J164915.1+343912,6371478718326508428,6371478718325456896,AIS,251.989591,34.650551,218.15,218.15,56.9321,39.1504,50016,385,12,0.266272,true,1,0.0236,0,0,,,20.7572,0.1415,,,0.6772,0.1415,,,0.7202,0.1284,,,0.7434,0.179,0,0,0,0,,,18.0761,2.3554,,,1302.57,1931.87,,5.264,,0.002,0.9825,0.0,0.2753,,-27.29,-24.56,,,10.7816,2.37476,3.5,8.81E-4,6.38E-4,,,,174.3,211.8,,,0.62,,,0.22,,C,0,1,6371478718326508544,6371478718326508428,0,1,6371478718326508544,6371478718326508428,6371478718326508428,N,0.0,0.83083
