TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,L6_Z_MATCH_BIN,144_LUM,EDR?,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,objID,RAJ2000,DEJ2000,errHalfMaj_x,errHalfMin_x,errPosAng_x,cell,sky,f_objID,Qual,e_RAJ2000,e_DEJ2000,Epoch,Ns,Nd,Ng,Nr,Ni,Nz,Ny,gPSFf,gmag,e_gmag,gmagStd,o_gmag,b_gmag_x,B_gmag_xa,gKmag,e_gKmag,gFlags,rPSFf,rmag,e_rmag,rmagStd,o_rmag,b_rmag_x,B_rmag_xa,rKmag,e_rKmag,rFlags,iPSFf,imag,e_imag,imagStd,o_imag,b_imag_x,B_imag_xa,iKmag,e_iKmag,iFlags,zPSFf,zmag,e_zmag,zmagStd,o_zmag,b_zmag_x,B_zmag_xa,zKmag,e_zKmag,zFlags,yPSFf,ymag,e_ymag,ymagStd,o_ymag,b_ymag_x,B_ymag_xa,yKmag,e_yKmag,yFlags,angDist_x,RAJ2000_x,DEJ2000_x,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr_x,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xa
39628521483538504,127.87687807131125,32.09375268806061,2.054632031726755,QSO,-0.07831070779243887,0.2086169343762819,9.117818210703801E-5,45.734584371104944,,0.0,true,J083130.44+320537.7,127.876873,32.093825,0.195,0.177,95.0,16.143,15.263,11.629,8.286,,,,0.074,0.108,0.176,,,,,1270131801241029314,0000,0,01nn,AABU,,0.26243,146511278768633129,127.87687263591,32.09374879796,0.002,0.002,90.0,2036,5,436527256,52,0.00240766716,0.00230606624,56087.650767922,10,60,8,13,14,13,12,0.999731,19.337,0.0225,0.0655,6,19.2348,19.3927,19.431,0.0168,115000,0.999629,19.1327,0.0157,0.0531,10,19.063,19.2515,19.2087,0.0173,115000,0.999329,19.0433,0.0209,0.0902,12,18.8938,19.1901,19.1224,0.0223,115000,0.999483,18.8253,0.01,0.0616,12,18.6715,18.8896,18.9487,0.0254,115000,0.99932,18.8418,0.0263,0.098,12,18.6655,18.9795,18.9344,0.0465,115000,0.021701,127.87683,32.093892,GALEX J083130.4+320538,6378480450250213796,6378480450247065600,AIS,127.856409,32.079111,210.1,210.1,190.9753,34.1334,50215,1633,51,0.022756,true,3,0.0503,0,0,21.1056,0.2211,20.8756,0.1784,2.2856,0.2211,0.7956,0.1784,2.4508,0.2406,0.9742,0.1692,2.3056,0.2608,0.7657,0.2047,0,0,0,0,13.1153,2.66975,16.2089,2.66287,1881.54,1952.69,1882.02,1952.7,9.907,10.264,0.004,0.004,0.9834,0.9378,0.2794,0.449,-60.99,-60.47,-46.55,-46.56,7.05655,3.15378,3.97912,8.41E-4,6.06E-4,3.5,9.29E-4,5.12E-4,151.0,209.0,0.785,0.71,0.7,1.16,1.02,0.29,0.2,C,0,1,6378480450250213376,6378480450250213796,0,1,6378480450250213376,6378480450250213796,6378480450250213796,N,0.0,0.522395
39628526445396645,115.99966001255042,32.16442279906613,1.735300050504943,QSO,-1.068257184242416E-4,0.0028299229289726873,2.908407841123289E-5,45.450402020253094,,2.414354620571225E24,true,J074359.91+320951.7,115.99964,32.164374,0.571,0.529,93.0,16.594,15.243,12.109,8.435,,,,0.12,0.123,0.318,,,,,1164131801241026240,0000,0,n0nn,BBBU,,0.187286,146591159997007890,115.99965762789,32.16442680268,0.005,0.005,0.0,2033,0,436527104,52,0.00470787836,0.00474080679,56257.021538053,5,40,7,7,12,7,7,0.999812,19.9125,0.0213,0.0654,6,19.8578,20.0341,19.9243,0.0469,115000,0.999475,19.8314,0.0273,0.0602,7,19.7493,19.8996,19.9639,0.0712,115000,0.999194,19.6392,0.0176,0.0845,12,19.4897,19.7856,19.6913,0.0428,115000,0.999292,19.6938,0.0291,0.0852,5,19.5524,19.7435,19.6928,0.0464,115000,0.998799,19.5334,0.0631,0.2244,7,19.3691,19.9178,19.6747,0.0637,115000,0.016141,115.999554,32.164612,GALEX J074359.8+320952,6374047217217439170,6374047217216389120,AIS,116.391378,32.422967,109.0,514.95,187.8388,24.4575,50089,1569,49,0.420061,true,1,0.0458,0,0,,,21.1773,0.1392,,,1.0973,0.1392,,,1.0772,0.1086,,,0.9972,0.1568,0,1,0,0,,,12.2763,1.57319,,,2717.87,1297.86,,6.551,,0.003,0.9984,0.0,0.0705,,-21.04,-54.12,,,11.0105,4.15992,3.5,7.94E-4,7.38E-4,,,,422.5,107.3,,,0.64,,,0.22,,C,0,1,6374047217217438720,6374047217217439170,0,1,6374047217217438720,6374047217217439170,6374047217217439170,N,0.0,0.755568
39628526546063875,123.29283236212902,32.27091949653943,1.6835717023447783,QSO,-0.03035462604737993,0.0,4.187173733085042E-5,45.74559984719047,,0.0,true,J081310.27+321614.8,123.292813,32.270781,0.325,0.308,93.0,15.99,14.685,11.377,8.057,,,,0.072,0.078,0.156,0.207,,,,1235131801241025695,0000,0,11nn,AABB,,0.500956,146721232928765732,123.29283008761,32.27091901591,0.003,0.003,0.0,2035,4,436527256,52,0.00337954619,0.00341103287,56161.25824423,5,60,12,9,14,14,11,0.999897,19.9785,0.0122,0.0559,12,19.8888,20.0715,20.0658,0.0157,115000,0.998993,19.87,0.0088,0.0229,9,19.8313,19.8906,19.9334,0.0268,115000,0.99935,19.5524,0.013,0.062,14,19.3865,19.6216,19.6722,0.0197,115000,0.999399,19.4459,0.0303,0.1141,14,19.3495,19.6859,19.5405,0.0647,115000,0.99886,19.2723,0.0279,0.24,7,18.921,19.727,19.202,0.0629,115000,0.007136,123.293021,32.270849,GALEX J081310.3+321615,6374047198963827191,6374047198962778112,AIS,123.538419,32.695577,94.0,202.0,189.6717,30.4097,50089,1025,32,0.472487,true,1,0.0438,0,0,,,22.901,0.455,,,2.821,0.455,,,2.8452,0.5614,,,4.2825,3.8939,0,1,0,0,,,2.50955,1.05136,,,2442.62,884.66,,5.478,,0.002,0.7484,0.0,0.258,,-24.01,-25.41,,,0.0,68.0928,3.5,4.45E-4,3.3E-4,,,,169.8,93.9,,,1.71,,,0.67,,C,0,1,6374047198963826688,6374047198963827191,0,1,6374047198963826688,6374047198963827191,6374047198963827191,N,0.0,0.627564
39628526558646240,124.17522192096497,32.29836909061033,1.481692732342279,QSO,-0.07487652099211878,0.003251178496997259,1.9975643121108944E-5,45.158700640849226,,0.0,true,J081642.06+321753.9,124.175255,32.298314,0.733,0.644,79.0,17.074,15.573,12.262,9.114,,,,0.161,0.147,0.341,0.515,,,,1235131801241032324,0000,0,nnnn,BBBC,,0.223665,146751241752558631,124.17521987912,32.29836857578,0.003,0.003,90.0,2035,2,436527248,52,0.003433159,0.00340688816,56236.82375063,5,56,12,12,17,11,4,0.999658,19.8272,0.0141,0.0525,9,19.7335,19.91,19.9071,0.0221,115000,0.999202,19.7958,0.0092,0.0516,9,19.689,19.8756,19.8755,0.0283,115000,0.99951,19.6872,0.0322,0.1697,13,19.4283,20.0346,19.825,0.0408,115000,0.998528,20.0453,0.0961,0.195,7,19.7547,20.2949,20.0535,0.0449,115000,0.998624,19.819,0.1036,0.2054,2,19.8172,20.0244,,,115000,0.006484,124.175094,32.298426,GALEX J081642.0+321754,6374047197892183315,6374047197889036288,AIS,124.623167,32.546764,128.0,265.0,189.8589,31.1384,50089,993,31,0.452467,true,3,0.041,0,0,22.3429,0.5244,21.5428,0.2097,3.5229,0.5244,1.4627,0.2097,3.6139,0.6151,1.4397,0.1857,3.9474,1.224,1.5213,0.3212,0,17,0,0,4.19607,2.02614,8.76796,1.69291,2835.08,1289.01,2835.36,1290.15,3.594,4.932,0.001,0.002,0.9839,0.8559,0.1818,0.314,-11.64,-9.5,-89.48,-89.72,4.34848,1.76192,3.5,6.93E-4,5.67E-4,3.5,4.34E-4,2.98E-4,218.2,124.3,0.273,1.75,0.67,1.28,1.09,0.28,0.21,C,0,1,6374047197892183040,6374047197892183315,0,1,6374047197892183040,6374047197892183315,6374047197892183315,N,0.0,0.440728
39628526583812407,125.99136051433163,32.17624207736927,1.269193734273502,QSO,-0.014615022134902678,0.0,2.9554151957002454E-5,45.208549202248776,,0.0,true,J082357.94+321034.4,125.991426,32.176235,0.389,0.355,88.0,16.051,14.901,11.636,8.619,,,,0.077,0.093,0.198,,,,,1252131801241030095,0000,0,02nn,AABU,,0.200431,146611259913452092,125.99135812688,32.17624039451,0.004,0.004,0.0,2036,9,436527256,52,0.00377924856,0.00379751112,56096.981438645,10,61,12,10,18,15,6,0.999272,20.0943,0.0554,0.1717,11,19.8228,20.2842,20.1763,0.0603,115000,0.9993,19.722,0.0417,0.1598,8,19.557,19.9775,19.7714,0.0364,115000,0.999352,19.7285,0.0192,0.0823,15,19.5627,19.885,19.7514,0.0353,115000,0.999522,19.7745,0.0204,0.2051,15,19.6571,20.3509,19.8777,0.037,115000,0.999107,19.8324,0.0803,0.1449,6,19.6323,19.9373,19.6929,0.2642,115000,0.009467,125.991631,32.17624,GALEX J082357.9+321034,6374047196816344389,6374047196815294464,AIS,125.702005,32.409617,222.0,222.0,190.4376,32.5993,50089,961,30,0.338239,true,1,0.0459,0,0,,,21.2433,0.1884,,,1.1633,0.1884,,,1.1167,0.159,,,1.232,0.2609,0,0,0,0,,,11.5521,2.00454,,,1333.11,1357.69,,6.569,,0.003,0.9574,0.0,0.2311,,78.3,78.53,,,10.1322,3.28295,3.5,8.04E-4,6.18E-4,,,,173.0,187.8,,,0.72,,,0.3,,C,0,1,6374047196816344064,6374047196816344389,0,1,6374047196816344064,6374047196816344389,6374047196816344389,N,0.0,0.823062
39628526604784094,127.44401057588537,32.14655499785172,1.6890563792606645,QSO,-0.005006094151915996,0.006147753202221937,3.841166479533863E-5,45.58611684709669,,0.0,true,J082946.57+320847.7,127.444065,32.146585,0.197,0.187,92.0,15.232,14.01,11.275,8.792,,,,0.043,0.049,0.14,,,,,1270131801241027583,0000,0,11nn,AABU,,0.197238,146571274440016462,127.44400893434,32.14655584369,0.002,0.002,0.0,2036,5,436527256,52,0.00188956571,0.00192417965,56130.056175955,5,74,12,14,19,16,13,0.99969,19.0948,0.0258,0.0898,8,18.9662,19.2468,19.1683,0.025,115000,0.999803,18.9044,0.0228,0.0776,11,18.85,19.0154,19.0341,0.0264,115000,0.999198,18.638,0.008,0.1105,16,18.3366,18.7635,18.7298,0.0115,115000,0.999378,18.6651,0.0115,0.0498,14,18.5736,18.7453,18.7687,0.0173,115000,0.999063,18.5976,0.0296,0.1179,13,18.4331,18.8622,18.6684,0.059,115000,0.005857,127.444131,32.146615,GALEX J082946.5+320847,6378480450250214034,6378480450247065600,AIS,127.856409,32.079111,210.1,210.1,190.8134,33.7884,50215,1633,51,0.355665,true,3,0.0519,0,0,21.9322,0.3569,20.5378,0.1258,3.1122,0.3569,0.4578,0.1258,3.2522,0.4195,0.4946,0.1173,3.0854,0.4576,0.5762,0.1656,0,0,0,0,6.12515,2.01284,22.1257,2.56335,2760.12,2079.44,2761.31,2080.84,7.144,4.401,0.003,0.002,0.9836,0.9584,0.1423,0.5116,-15.93,-11.84,31.87,31.74,10.2327,3.30005,3.5,7.69E-4,6.59E-4,3.76425,7.13E-4,3.48E-4,167.6,188.5,0.115,2.78,0.58,1.53,1.34,0.18,0.32,C,0,1,6378480450250214400,6378480450250214034,0,1,6378480450250214400,6378480450250214034,6378480450250214034,N,0.0,0.425512
39628526613168883,127.8192680061884,32.22489682484082,1.7939432821833918,QSO,-0.018913724240234464,0.0,2.5645790407668975E-5,45.87079954648042,,0.0,true,J083116.60+321330.0,127.819207,32.225011,0.253,0.231,87.0,15.562,14.227,11.078,8.615,,,,0.054,0.058,0.131,0.398,,,,1270131801241029227,0000,0,00nn,AABC,,0.450619,146671278192940496,127.81926964209,32.22489938544,0.002,0.002,0.0,2036,5,436527256,52,0.00199674758,0.00203056194,56169.027162274,5,51,8,12,18,3,10,0.999718,18.7066,0.0263,0.0735,8,18.6088,18.8209,18.7958,0.0286,115000,0.999637,18.7058,0.0252,0.0771,9,18.5927,18.8035,18.8214,0.0195,115000,0.99955,18.4518,0.0157,0.1424,14,18.3804,18.9082,18.5549,0.0118,115000,0.998362,18.5019,0.0229,0.0343,3,18.4637,18.5265,18.5565,0.0236,115000,0.999158,18.4624,0.023,0.0618,8,18.4159,18.583,18.5571,0.0636,115000,0.010478,127.819439,32.22484,GALEX J083116.6+321329,6378480450248117258,6378480450247065600,AIS,127.856409,32.079111,210.1,210.1,190.8079,34.1155,50215,1633,51,0.149053,true,1,0.0474,0,0,,,20.2582,0.1135,,,0.1782,0.1135,,,0.2962,0.1111,,,0.1988,0.1325,0,0,0,0,,,28.6229,2.99055,,,1998.59,2266.98,,5.998,,0.002,0.982,0.0,0.023,,-69.84,38.33,,,10.9521,8.74426,3.5,7.71E-4,7.53E-4,,,,155.6,197.4,,,0.58,,,0.18,,C,0,1,6378480450248117248,6378480450248117258,0,1,6378480450248117248,6378480450248117258,6378480450248117258,N,0.0,0.560451
39628526617365076,128.24126649954945,32.280214164586496,1.6631742834619303,QSO,-0.01868918031127942,0.00443316776564755,4.6268271931578924E-5,46.04625298436792,,0.0,true,J083257.89+321648.9,128.241228,32.280261,0.315,0.29,79.0,16.122,14.816,11.93,8.75,,,,0.067,0.068,0.212,,,,,1288131801241035764,0000,0,11nn,AABU,,0.204623,146731282413316916,128.24126163018,32.28021381713,0.002,0.002,90.0,2036,4,436527256,52,0.00220466404,0.00220371625,56173.967697373,5,57,8,11,13,13,12,0.999424,19.064,0.0126,0.0371,6,19.0111,19.0882,19.1666,0.0192,115000,0.999581,18.9834,0.0129,0.0362,9,18.9091,19.0212,19.054,0.018,115000,0.999294,18.7547,0.014,0.0541,12,18.7284,18.8957,18.8515,0.0164,115000,0.999629,18.6835,0.0086,0.0621,13,18.6154,18.8644,18.787,0.0171,115000,0.999461,18.7246,0.0213,0.0899,10,18.6051,18.9004,18.7205,0.0494,115000,0.014873,128.241343,32.280492,GALEX J083257.9+321649,6378480450250214681,6378480450247065600,AIS,127.856409,32.079111,210.1,210.1,190.8382,34.4757,50215,1633,51,0.383014,true,3,0.0394,0,0,21.709,0.3097,19.9791,0.0947,2.889,0.3097,-0.1009,0.0947,3.0441,0.3362,-0.0518,0.0903,3.5397,0.6104,-0.1613,0.1015,0,0,0,0,7.52323,2.14557,37.0151,3.22662,1142.28,2402.2,1142.46,2401.93,7.963,3.483,0.003,0.001,0.9834,0.9799,0.162,0.4471,-21.87,-27.8,21.6,21.75,10.8654,1.94679,3.5,8.34E-4,6.98E-4,3.5,7.46E-4,4.13E-4,159.1,189.8,0.912,0.47,0.54,1.32,1.1,0.14,0.24,C,0,1,6378480450250214400,6378480450250214681,0,1,6378480450250214400,6378480450250214681,6378480450250214681,N,0.0,1.028019
39628526621556848,128.36565125580876,32.153493284236916,1.0934377748076436,QSO,0.02062828311214926,0.0,2.738783364452331E-5,45.29354626154967,2,0.0,true,J083327.76+320912.6,128.365669,32.153506,0.157,0.148,80.0,15.072,13.859,10.914,8.008,,,,0.038,0.038,0.091,0.212,,,,1288131801241024211,0000,0,111n,AAAB,,0.070442,146581283657074817,128.36565810995,32.15349070896,0.004,0.004,90.0,2036,4,436527256,52,0.00430064686,0.00425243633,56136.405736085,10,48,10,10,8,10,10,0.999725,20.1782,0.0087,0.0377,7,20.1058,20.2264,20.2707,0.0199,115000,0.999819,19.799,0.0186,0.0578,7,19.6803,19.856,19.8228,0.0234,115000,0.999596,19.7433,0.0162,0.0588,8,19.7005,19.8532,19.7279,0.0444,115000,0.999548,19.6933,0.0336,0.1024,10,19.5557,19.8627,19.6959,0.0418,115000,0.999268,19.5504,0.0466,0.1378,10,19.3899,19.8655,19.3028,0.0891,115000,0.022855,128.365996,32.153445,GALEX J083327.8+320912,6378480450250214068,6378480450247065600,AIS,127.856409,32.079111,210.1,210.1,191.0169,34.5505,50215,1633,51,0.437959,true,3,0.0389,0,0,21.5417,0.2844,21.0266,0.1794,2.7217,0.2844,0.9466,0.1794,2.8475,0.3106,1.0268,0.1631,2.708,0.3441,1.0107,0.2324,256,1,0,0,8.77659,2.29809,14.1042,2.33037,888.96,2097.83,888.09,2098.06,4.365,5.466,0.002,0.002,0.9822,0.9786,0.168,0.1948,14.34,14.08,12.7,12.93,5.98189,4.4533,3.5,8.33E-4,6.93E-4,3.5,5.96E-4,4.8E-4,164.6,183.3,0.444,1.36,0.72,1.21,1.07,0.29,0.21,C,0,1,6378480450250214400,6378480450250214068,0,1,6378480450250214400,6378480450250214068,6378480450250214068,N,0.0,1.064105
39633311940742439,240.92438861381737,54.18148358382343,1.9811442930622418,QSO,0.09230699361601258,0.029400293499950114,4.90272637034315E-5,45.793396851333355,,0.0,true,J160341.85+541053.2,240.924403,54.181456,0.216,0.197,62.0,16.481,15.107,11.557,9.518,,,,0.051,0.05,0.075,0.336,,,,2400154501241018726,0000,0,000n,AAAB,,0.103488,173012409244408498,240.92439154168,54.18148357499,0.004,0.004,90.0,2386,56,436527248,52,0.00355874551,0.00351249059,56108.569399645,5,70,10,13,22,14,11,0.999725,20.7176,0.0565,0.1447,10,20.5233,20.9508,20.7818,0.0704,115000,0.999543,20.2752,0.0328,0.1101,13,20.173,20.4866,20.3922,0.0311,115000,0.999724,19.9051,0.0251,0.1094,21,19.6843,20.0594,20.0101,0.0289,115000,0.999462,19.5662,0.0184,0.0765,14,19.3932,19.6942,19.6141,0.0401,115000,0.999179,19.559,0.0495,0.1392,10,19.3287,19.7765,19.4557,0.084,115000,0.006168,240.924316,54.18143,GALEX J160341.8+541053,6374997199558808857,6374997199557754880,AIS,241.769008,53.950331,175.0,377.0,84.2285,45.8744,50116,1697,53,0.546929,true,1,0.009,0,0,,,22.005,0.2983,,,1.925,0.2983,,,2.0195,0.203,,,1.8562,0.2963,0,1,0,0,,,5.72776,1.57349,,,3069.22,2476.46,,6.56,,0.003,0.9814,0.0,0.0262,,13.75,22.78,,,9.70898,3.38862,5.11887,6.85E-4,6.67E-4,,,,325.9,150.1,,,0.85,,,0.38,,C,0,1,6374997199558808576,6374997199558808857,0,1,6374997199558808576,6374997199558808857,6374997199558808857,N,0.0,0.248087
39633311944933811,241.03502246372844,54.21657409747124,1.218653794054729,QSO,-0.039072921669661975,0.0,1.899215833960357E-5,44.912957234409745,,0.0,true,J160408.40+541259.7,241.035015,54.216597,0.157,0.15,71.0,15.792,14.74,12.31,9.397,,,,0.036,0.041,0.144,,,,,2400154501241018586,0h00,0,211n,AABU,,0.085019,173062410350420590,241.03503026103,54.2165758636,0.003,0.003,90.0,2386,56,436527256,52,0.00279120061,0.00277752161,56104.85334893,5,78,16,17,24,12,9,0.999661,19.8081,0.025,0.1667,14,19.7119,20.2066,19.8971,0.0324,115000,0.99896,19.6091,0.0235,0.096,16,19.4787,19.775,19.7549,0.0326,115000,0.999307,19.6366,0.0276,0.1008,24,19.4398,19.7777,19.6788,0.0295,115000,0.99924,19.6559,0.0798,0.209,9,19.4978,20.0141,19.6114,0.1034,115000,0.999044,19.7275,0.0677,0.1555,7,19.6343,20.0641,19.6688,0.0844,115000,0.017602,241.034989,54.216513,GALEX J160408.3+541259,6374997199558809143,6374997199557754880,AIS,241.769008,53.950331,175.0,377.0,84.2477,45.802,50116,1697,53,0.50621,true,1,0.0086,0,0,,,20.5088,0.0884,,,0.4288,0.0884,,,0.5115,0.0828,,,0.3404,0.092,0,1,0,2,,,22.7233,1.84968,,,2912.94,2558.99,,4.38,,0.002,0.9832,0.0,0.1015,,53.69,51.68,,,11.8689,6.48469,3.5,8.7E-4,7.82E-4,,,,332.3,154.5,,,0.55,,,0.15,,C,0,1,6374997199558809600,6374997199558809143,0,1,6374997199558809600,6374997199558809143,6374997199558809143,N,0.0,0.230582
39633311944934233,241.0790895529106,54.25675514398072,1.4763940440537078,QSO,0.022725857338349198,0.005574697598565952,1.8693707121142408E-5,46.03269433412698,,6.112804379959255E24,true,J160418.99+541524.3,241.079131,54.256757,0.078,0.075,131.0,14.135,12.653,9.888,7.996,,,,0.025,0.023,0.026,0.092,,,,2400154501241018433,0000,0,1110,AAAA,,0.088336,173102410791098779,241.07909238146,54.25675448509,0.001,0.001,0.0,2386,56,436527256,52,0.0012095928,0.00122965706,55993.371099426,5,60,9,9,17,14,11,0.999618,18.349,0.0112,0.0588,8,18.2729,18.4435,18.443,0.0052,115000,0.999729,18.0752,0.0019,0.0121,6,18.0656,18.0993,18.1732,0.0111,115000,0.99944,18.0052,0.0113,0.0369,10,17.9549,18.0611,18.0888,0.0121,115000,0.999425,18.0185,0.0115,0.0453,12,17.9667,18.0998,18.0994,0.0144,115000,0.999698,18.0357,0.0151,0.0638,11,17.8934,18.1015,18.148,0.0267,115000,0.006404,241.079135,54.256647,GALEX J160418.9+541523,6374997199558809267,6374997199557754880,AIS,241.769008,53.950331,175.0,377.0,84.291,45.7651,50116,1697,53,0.507382,true,1,0.0085,0,0,,,20.5998,0.0929,,,0.5198,0.0929,,,0.6411,0.0875,,,0.533,0.105,0,1,0,0,,,20.8967,1.78851,,,2850.09,2654.71,,4.105,,0.002,0.982,0.0,0.0205,,-28.98,-17.27,,,11.7703,1.77651,3.5,8.27E-4,8.1E-4,,,,330.4,160.6,,,0.56,,,0.17,,C,0,1,6374997199558809600,6374997199558809267,0,1,6374997199558809600,6374997199558809267,6374997199558809267,N,0.0,0.401347
39633311944935141,241.18057442949046,54.15369632514304,0.5513035999583278,QSO,0.10830452908755617,0.0,1.6514090084427854E-5,44.263363503908934,3,0.0,true,J160443.34+540913.2,241.180597,54.153685,0.115,0.113,69.0,15.019,14.184,11.868,9.522,,,,0.028,0.032,0.105,0.354,,,,2400154501241018504,0000,0,11nn,AAAB,,0.062638,172982411805485115,241.18057891901,54.15369888135,0.003,0.003,90.0,2386,56,436527256,52,0.00318545432,0.00316692164,55988.176073945,5,70,13,15,21,10,11,0.999882,19.9135,0.0326,0.1412,10,19.6614,20.1107,19.9736,0.0362,115000,0.999663,19.774,0.0328,0.0955,10,19.7063,19.926,19.8552,0.0283,115000,0.999645,19.5878,0.0162,0.0896,20,19.4524,19.7837,19.5384,0.0303,115000,0.999725,19.533,0.0207,0.072,9,19.4743,19.6903,19.5331,0.0354,115000,0.9998,19.3265,0.0526,0.1859,11,19.0938,19.5864,19.1412,0.0917,115000,0.013201,241.180517,54.153719,GALEX J160443.3+540913,6374997199560905873,6374997199557754880,AIS,241.769008,53.950331,175.0,377.0,84.1246,45.7402,50116,1697,53,0.400896,true,3,0.0082,0,0,21.3314,0.2783,20.6116,0.0915,2.5114,0.2783,0.5316,0.0915,2.6131,0.3057,0.5844,0.0859,2.648,0.3803,0.5184,0.1056,0,0,0,0,10.6524,2.73017,20.6714,1.74191,2709.81,2406.22,2709.91,2406.45,5.733,3.8,0.002,0.002,0.9835,0.9805,0.1024,0.1768,-39.88,-36.13,26.4,26.09,6.8724,2.81202,3.5,7.9E-4,7.09E-4,3.5,6.77E-4,5.57E-4,328.8,160.1,0.895,0.49,0.53,1.27,1.05,0.14,0.22,C,0,1,6374997199560905728,6374997199560905873,0,1,6374997199560905728,6374997199560905873,6374997199560905873,N,0.0,0.146614
39633311944936370,241.31419654405934,54.199721686730165,1.3262538443660634,QSO,-0.013919256030086369,0.0,2.263499293909995E-5,44.870402067122185,,0.0,true,J160515.41+541158.9,241.314227,54.199714,0.308,0.279,61.0,16.905,15.534,12.572,9.928,,,,0.066,0.067,0.188,0.499,,,,2425154501241010367,0000,0,01nn,AABC,,0.070257,173042413141360332,241.3141940541,54.19974256928,0.004,0.004,0.0,2386,56,436527256,52,0.00401229201,0.0040736623,56177.18381143,5,61,13,13,23,11,1,0.999715,20.2374,0.0343,0.2015,11,20.0925,20.646,20.3288,0.0413,115000,0.999716,20.1473,0.0301,0.1213,8,19.9701,20.3353,20.2319,0.0336,115000,0.99876,19.9897,0.021,0.1169,17,19.8034,20.218,20.1324,0.0327,115000,0.999493,20.1346,0.0426,0.1641,10,19.7475,20.2374,20.1563,0.075,115000,0.998803,19.8865,0.1794,,1,19.8865,19.8865,19.6225,0.2532,114992,0.07536,241.31425,54.199608,GALEX J160515.4+541158,6374997199560906176,6374997199557754880,AIS,241.769008,53.950331,175.0,377.0,84.1531,45.6517,50116,1697,53,0.365144,true,3,0.0075,0,0,22.4571,0.4728,21.1596,0.1323,3.6371,0.4728,1.0796,0.1323,3.4846,0.4655,1.0985,0.1164,4.5116,1.5862,1.2073,0.178,0,0,0,0,3.77699,1.64418,12.4789,1.52029,2520.99,2516.54,2521.28,2515.26,3.409,4.788,0.001,0.002,0.9828,0.8578,0.0966,0.2411,-44.17,-59.29,4.78,4.42,10.2415,1.91428,3.5,7.91E-4,7.14E-4,3.5,4.28E-4,3.24E-4,323.9,156.8,0.241,1.79,0.59,1.27,1.06,0.2,0.22,C,0,1,6374997199560905728,6374997199560906176,0,1,6374997199560905728,6374997199560906176,6374997199560906176,N,0.0,0.424879
39633311949128878,241.55226424311326,54.31724806827275,1.8816544527824017,QSO,-0.02502911419733367,0.0,2.914902768393059E-5,44.84694140438135,,0.0,true,J160612.48+541902.3,241.552016,54.317316,0.353,0.323,62.0,16.905,15.926,13.003,9.638,,,,0.067,0.09,,0.386,,,,2425154501241010493,0000,0,0nnn,AAUC,,0.576293,173182415523371391,241.55225727723,54.31725900698,0.007,0.007,90.0,2386,55,436527248,52,0.00714758046,0.00714758046,56229.272319809,5,62,10,9,19,15,9,0.999265,20.4979,0.028,0.0797,6,20.3662,20.5654,20.5212,0.0404,115000,0.99904,20.5645,0.0302,0.0784,5,20.4748,20.681,20.673,0.087,16892216,0.998944,20.1583,0.0407,0.1532,12,19.8951,20.3784,20.269,0.0866,115000,0.999057,20.23,0.0521,0.1508,9,19.9465,20.4175,20.1743,0.0665,115000,0.99859,19.8753,0.104,0.1992,9,19.4234,20.0894,19.4074,0.1279,115000,0.042008,241.552594,54.317216,GALEX J160612.6+541901,6374997199558809749,6374997199557754880,AIS,241.769008,53.950331,175.0,377.0,84.2531,45.4834,50116,1697,53,0.388177,true,1,0.0074,0,0,,,22.7112,0.3697,,,2.6312,0.3697,,,2.9076,0.4062,,,3.0919,0.871,0,0,0,0,,,2.98895,1.01762,,,2185.91,2796.07,,9.01,,0.004,0.9771,0.0,0.1936,,55.13,49.08,,,0.0,52.8444,3.5,6.98E-4,5.63E-4,,,,324.6,173.8,,,1.67,,,0.67,,C,0,1,6374997199558809600,6374997199558809749,0,1,6374997199558809600,6374997199558809749,6374997199558809749,N,0.0,0.701895
