TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,EDR?
39627927008055838,209.58592813736283,5.639490838639956,0.1575,GALAXY,,,,42.83729119725572,true
39627927012246102,209.65324853204282,5.825361357676464,1.4433,QSO,0.27560057148923245,0.0,2.583390145009867E-5,45.15909336215378,true
39628123888681889,240.0448889302615,14.017563046710395,-0.002,STAR,,,,38.39014355113222,true
39628135242666725,217.61617396207274,14.398053936393929,1.8039,QSO,0.26522455586814053,0.0,2.758084244660215E-5,45.74979684657699,true
39628135276219164,219.61117560892077,14.52759807231867,2.2212,QSO,-0.0038917125475459446,0.0,2.7661530699571755E-4,45.90133959252362,true
39628135280412724,219.8381484396528,14.3859588662299,1.7942,QSO,0.36064752221709995,0.00464071772293868,1.637332069744873E-5,45.751261978532625,true
39628135284608650,220.14700341847353,14.475277036464544,1.73485,QSO,0.26438405187893044,0.05200435815706224,2.379568202839686E-5,45.446345904822635,true
39628152800020978,219.17666754693417,15.34724122682835,0.9532,QSO,,,,44.605723817111894,true
39628153135564309,239.82333523975177,15.2194274629296,2.736,QSO,0.3099479639060774,0.028295241636342165,5.747588063850429E-5,45.76088347381204,true
39628164464380827,219.5932316735089,15.849620407644522,1.8573,QSO,0.18888964736025393,0.0,4.91700693909462E-5,45.41648848996666,true
39628164804121491,240.61048834599225,15.676238267583921,2.23805,QSO,0.21920394906772067,0.0,9.812344901647249E-5,45.666310201223425,true
39628170286075881,219.91455434022538,15.931938895110088,0.9417,QSO,,,,45.34002030334089,true
39628170609034634,239.79269085724354,16.003867140099562,1.2816999999999998,QSO,0.5278551112170551,0.03102498349056857,2.923858701634094E-5,45.14070797186536,true
39628176086798399,219.49196173717905,16.27239320514115,0.9236,QSO,,,,44.44602700641026,true
39628176250374252,229.52820775974143,16.20473702769591,-0.002,STAR,,,,38.73120647021765,true
39628176439117845,241.20754516287127,16.258341291782365,1.98395,QSO,0.40921784203179756,0.0,2.047302899480698E-5,45.58099747170061,true
39628176451699733,241.94808724774546,16.247569353873583,1.6935,QSO,0.3856008784707443,0.14664558304196526,2.899716800114743E-5,45.299097055167366,true
39628181879130704,218.9223347787963,16.53195983818439,1.6128,QSO,0.18672996975125145,0.14675684844102127,9.62197590291046E-5,45.596671041883226,true
39628182055289104,229.7665565918879,16.582159582576903,0.6252,GALAXY,,,,43.99974424609648,true
39628233913668334,229.01615980233302,18.747279851013943,0.9599,QSO,,,,45.02276574819751,true
39628256969754513,242.1325473900273,19.737855571275425,2.0099,QSO,0.23244182609560027,0.0,2.8631794566694084E-5,45.607902212947366,true
39628262653034808,241.60952801825454,20.07516946905994,1.0937,QSO,,,,45.297728778923684,true
39628262661423903,242.16314265994288,20.031401861234485,1.5455,QSO,0.33069022836948525,0.0,2.8382520565658126E-5,45.3449927890483,true
39628268340511101,241.96812182352062,20.280647090228435,1.5434,QSO,0.225930131469275,0.0,4.486242271440916E-5,45.351270859415614,true
39628313563498171,251.06865136512656,22.279475004107574,2.4482,QSO,0.2963431942328114,0.08479846953243553,8.916322247543074E-5,45.87116124126234,true
39628324711958706,249.67913972435207,22.69685465875297,1.3957,QSO,0.2484309067002224,0.0,3.753030874316641E-5,45.12958650990621,true
39628329434743218,194.65691206358667,23.120281403811372,-1.0E-4,STAR,,,,37.18104078307905,true
