ra,dec,designation,umag,gmag,rmag,imag,zmag,jmag,hmag,kmag,w1mag,w2mag,w3mag,w4mag,FIRST_peak,FIRST_int,VLASS_peak,VLASS_int,zsp,spCl,broad,src,ebv
174.137837,2.129919,J113633.08+020747.7,18.725,18.255,17.491,17.018,16.822,15.993,14.822,14.202,13.085,12.372,10.315,7.502,0.0,0.0,0.00,0.00,0.239,QSO,5529.9,Alp-gal,-0.356
174.278522,1.663318,J113706.84+013947.9,17.075,17.122,17.058,16.52,16.803,15.508,14.809,13.843,12.63,11.659,9.345,7.367,0.0,0.0,0.00,0.00,0.192,QSO,6089.7,Alp,-0.180
174.295613,10.611874,J113710.94+103642.7,18.605,18.509,18.049,17.834,17.37,16.428,15.403,14.469,13.497,12.598,9.741,7.237,0.0,0.0,0.00,0.00,0.278,QSO,4512.3,Alp,0.151
174.408528,10.658385,J113738.04+103930.1,16.72,16.599,16.478,16.214,16.271,15.354,14.542,13.464,11.787,10.59,7.427,4.958,1.9,1.65,0.00,0.00,0.175,QSO,2950.6,Alp,-0.056
174.469272,8.400240,J113752.62+082400.8,18.267,17.621,17.048,16.644,16.47,15.93,15.224,14.572,13.549,12.866,9.983,8.193,0.0,0.0,0.00,0.00,0.115,QSO,3794.0,Alp-gal,-0.161
174.651774,8.584316,J113836.42+083503.5,18.871,17.91,17.018,16.529,16.22,15.772,15.009,14.406,13.626,13.093,10.633,8.404,0.0,0.0,0.00,0.00,0.134,QSO,8926.3,Alp-gal,0.045
174.770648,13.172068,J113904.95+131019.4,18.092,17.902,17.525,17.099,17.049,15.976,15.353,14.638,13.478,12.648,10.086,8.095,0.0,0.0,0.00,0.00,0.154,QSO,3423.5,Alp,0.112
174.791075,16.282329,J113909.85+161656.3,17.822,17.631,17.836,17.741,17.561,16.098,15.304,14.577,13.401,12.237,9.421,6.898,0.0,0.0,0.00,0.00,0.438,QSO,5075.5,B,-0.127
175.042209,10.491137,J114010.13+102928.0,17.12,16.906,16.691,16.165,16.368,15.098,14.34,13.261,12.155,11.04,8.294,6.052,0.0,0.0,-999.00,-999.00,0.150,QSO,4900.1,Alp,-0.072
175.159021,9.975867,J114038.16+095833.1,18.3,17.648,16.978,16.51,16.268,15.89,15.101,14.387,13.525,12.894,10.392,7.879,0.0,0.0,0.00,0.00,0.128,QSO,4480.6,Alp-gal,-0.058
175.198267,7.516178,J114047.58+073058.2,17.457,17.162,16.905,16.515,16.487,15.414,14.711,13.998,12.917,11.986,8.496,5.764,0.0,0.0,0.00,0.00,0.130,QSO,2021.4,Alp,0.010
175.214995,5.775337,J114051.59+054631.2,19.851,18.236,17.237,16.729,16.39,15.871,15.188,14.631,13.868,13.329,10.919,8.512,2.09,2.11,3.97,3.53,0.131,QSO,37012.4,B-gal,-0.033
175.273792,2.688073,J114105.71+024117.0,17.086,16.69,16.429,15.879,15.771,15.074,14.178,13.191,12.065,11.302,8.816,6.671,0.0,0.0,0.00,0.00,0.093,QSO,3296.2,Alp,-0.021
175.310991,5.998027,J114114.63+055952.8,17.833,17.331,16.764,16.256,16.095,15.272,14.668,13.867,12.853,12.119,9.461,7.093,0.0,0.0,0.00,0.00,0.099,QSO,3980.1,Alp-gal,-0.082
175.319337,10.474421,J114116.64+102827.9,18.667,17.665,16.872,16.398,16.127,15.58,14.939,14.231,13.444,12.914,9.828,7.43,0.0,0.0,0.00,0.00,0.103,QSO,3029.4,Alp-gal,0.006
175.340631,1.801002,J114121.75+014803.6,17.617,17.528,17.552,17.578,17.182,16.31,15.469,14.462,12.843,11.868,9.091,6.967,0.0,0.0,0.00,0.00,0.382,QSO,3588.6,Alp,-0.108
175.476931,6.586026,J114154.46+063509.6,18.24,17.441,16.845,16.39,16.204,15.315,14.53,13.864,12.795,11.98,8.93,6.445,0.0,0.0,0.00,0.00,0.102,QSO,3340.6,B-gal,-0.161
175.561906,5.660714,J114214.85+053938.5,17.678,17.519,17.354,16.868,16.919,16.106,15.212,14.451,12.784,11.834,9.015,6.815,0.0,0.0,0.00,0.00,0.102,QSO,2180.4,Alp,0.007
175.569955,10.394263,J114216.78+102339.3,17.902,17.635,17.226,16.715,16.691,16.344,15.261,14.551,13.929,13.123,10.245,8.583,0.0,0.0,0.00,0.00,0.150,QSO,5109.0,Alp,0.130
175.622867,2.410263,J114229.48+022436.9,18.4,17.762,17.145,16.702,16.483,15.933,15.089,14.355,13.795,13.15,9.98,7.78,0.0,0.0,0.00,0.00,0.134,QSO,2383.0,Alp-gal,-0.081
175.694107,12.172229,J114246.58+121020.0,19.149,18.709,17.97,17.416,17.223,16.178,15.29,14.649,14.052,13.291,10.519,8.428,0.0,0.0,0.00,0.00,0.174,QSO,4488.6,Alp-gal,-0.007
175.740614,8.033191,J114257.74+080159.4,18.273,17.468,16.935,16.528,16.384,15.948,15.356,14.489,13.199,12.311,9.105,6.623,0.0,0.0,0.00,0.00,0.165,QSO,3762.5,Alp-gal,-0.091
175.948806,11.479961,J114347.71+112847.8,16.996,16.733,16.5,16.111,16.129,15.697,14.945,14.25,12.954,12.167,8.864,6.515,1.4,0.9,0.80,1.28,0.121,QSO,4035.1,Alp,0.077
176.030398,2.177435,J114407.29+021038.7,17.578,17.512,17.403,17.026,17.207,16.233,15.52,14.446,13.195,12.326,10.042,7.801,0.0,0.0,0.00,0.00,0.216,QSO,3838.7,Alp,-0.060
176.048951,10.367314,J114411.74+102202.3,18.374,17.69,17.258,16.765,16.671,15.7,14.889,13.924,12.879,11.918,8.461,5.741,1.27,1.26,0.74,0.83,0.126,QSO,3323.8,Alp,0.132
176.084616,11.583579,J114420.30+113500.8,17.965,16.931,16.153,16.003,15.507,14.336,13.193,11.968,10.238,9.198,6.769,4.539,2.44,2.62,1.13,1.68,0.270,redQSO,6635.9,Alp-gal-F2M,0.484
176.144702,7.087919,J114434.72+070516.5,16.996,16.716,16.462,15.984,15.992,14.798,13.974,13.107,11.867,10.836,7.556,4.81,2.32,2.35,0.00,0.00,0.075,QSO,3219.7,Alp,0.102
176.229825,4.339073,J114455.15+042020.6,18.166,17.999,17.59,17.064,17.069,16.093,15.324,14.505,13.203,12.228,9.371,6.901,0.0,0.0,0.00,0.00,0.127,QSO,3134.9,Alp,-0.012
176.525906,3.998469,J114606.21+035954.4,18.235,16.651,15.773,15.323,15.055,15.586,14.861,14.358,12.885,12.32,9.547,6.675,0.0,0.0,0.00,0.00,0.099,QSO,3788.0,Alp-gal,-0.030
176.979477,9.041345,J114755.07+090228.8,16.444,16.074,15.796,15.233,15.266,14.429,13.744,12.996,11.361,10.48,7.878,5.736,1.53,1.15,0.00,0.00,0.069,QSO,6598.8,Alp,-0.025
177.086801,1.442856,J114820.83+012634.2,17.72,17.561,17.403,17.387,16.976,16.255,15.543,14.574,13.33,12.432,9.87,7.162,0.0,0.0,0.00,0.00,0.337,QSO,4210.0,Alp,0.013
177.151670,5.269043,J114836.40+051608.5,17.836,17.014,16.521,15.984,15.876,15.268,14.578,14.035,12.624,11.89,9.2,6.897,1.1,1.33,0.00,0.00,0.074,QSO,4625.5,Alp,0.154
177.219442,15.237728,J114852.66+151415.8,19.496,18.041,17.201,16.661,16.368,15.437,14.666,13.895,12.537,11.605,8.907,6.432,0.0,0.0,0.00,0.00,0.113,QSO,6043.2,Alp-gal,0.004
177.360315,11.441381,J114926.47+112628.9,17.405,17.254,16.823,16.389,16.26,15.5,14.815,14.058,12.941,12.119,9.49,7.69,0.0,0.0,0.00,0.00,0.178,QSO,5479.1,Alp,0.187
177.566314,4.640559,J115015.91+043826.0,19.763,18.364,17.578,17.195,16.985,15.985,15.216,14.55,13.787,12.939,10.057,7.515,0.0,0.0,0.00,0.00,0.155,QSO,3226.9,B-gal,-0.016
177.661948,2.148405,J115038.86+020854.2,19.847,17.779,16.635,16.053,15.617,15.617,14.862,14.079,12.9,12.382,9.685,6.963,0.0,0.0,0.00,0.00,0.110,QSO,7129.6,Alp-gal,0.212
177.709173,0.751625,J115050.20+004505.8,18.737,17.996,17.275,16.845,16.577,16.064,15.388,14.666,13.963,13.407,10.641,8.537,0.0,0.0,0.00,0.00,0.140,QSO,2644.9,Alp-gal,0.031
177.983618,11.118004,J115156.06+110704.8,18.092,18.068,17.844,17.312,17.499,16.608,15.603,14.472,13.327,12.272,9.403,6.718,0.0,0.0,0.00,0.00,0.142,QSO,4078.0,Alp,-0.004
177.995503,12.358008,J115158.92+122128.8,18.462,17.954,17.469,17.001,16.927,15.998,15.385,14.482,13.56,12.845,10.122,7.556,2.66,2.63,1.32,1.33,0.170,QSO,5181.9,Alp,0.276
178.109569,15.291000,J115226.29+151727.5,18.002,17.633,17.177,16.647,16.536,15.646,15.029,14.489,13.222,12.407,9.507,6.849,0.0,0.0,0.00,0.00,0.113,QSO,3719.6,Alp,0.206
178.421512,10.298337,J115341.16+101754.0,16.607,16.379,16.198,15.954,16.028,15.071,14.372,13.219,11.684,10.604,7.33,4.642,1.96,1.51,0.95,0.00,0.161,QSO,4155.3,Alp,-0.015
178.454722,13.599386,J115349.13+133557.7,18.711,18.299,17.882,17.427,17.32,16.454,15.573,14.656,13.407,12.622,9.898,7.634,0.0,0.0,0.00,0.00,0.128,QSO,1456.7,B,0.088
178.455300,11.475117,J115349.27+112830.4,16.288,16.368,16.336,15.869,16.154,14.876,14.199,13.082,12.049,10.925,8.285,6.086,0.0,0.0,0.00,0.00,0.176,QSO,5150.8,Alp,-0.195
178.518598,14.788805,J115404.46+144719.6,17.307,16.839,16.735,16.772,16.669,15.464,15.21,14.595,13.121,12.1,9.356,6.84,0.0,0.0,0.00,0.00,0.850,QSO,5262.1,B,-0.003
178.705467,11.451632,J115449.31+112705.8,20.881,20.039,18.919,18.604,18.082,16.707,15.772,14.057,11.814,10.457,7.77,5.852,0.0,0.0,0.00,0.00,0.296,redQSO,7048.0,w2m,0.901
178.839298,6.460347,J115521.43+062737.2,19.781,18.355,17.448,16.898,16.631,16.041,15.276,14.489,13.118,12.158,9.018,6.59,0.0,0.0,0.00,0.00,0.126,QSO,2503.4,Alp-gal,0.080
178.848916,15.132464,J115523.73+150756.8,17.668,17.459,17.194,17.252,16.775,15.848,14.823,13.728,12.02,10.963,7.943,5.554,1.64,1.97,0.87,0.90,0.287,QSO,2269.2,Alp,0.069
178.897325,12.881673,J115535.35+125254.0,16.903,16.652,16.324,15.79,15.806,15.023,14.144,13.355,11.81,10.96,8.373,6.367,0.0,0.0,0.00,0.00,0.122,QSO,4530.2,Alp,-0.111
178.993193,5.277089,J115558.36+051637.5,17.724,17.476,17.211,16.707,16.734,15.712,15.041,14.118,12.725,11.844,9.187,6.776,0.0,0.0,0.00,0.00,0.149,QSO,3110.4,Alp,-0.031
179.134249,11.448258,J115632.21+112653.7,17.553,17.472,17.316,17.098,17.157,16.331,15.288,14.505,13.114,12.205,9.065,6.844,0.0,0.0,0.00,0.00,0.226,QSO,2688.8,Alp,-0.013
179.168471,15.344516,J115640.43+152040.2,17.263,17.153,17.252,17.223,16.907,16.027,15.334,14.501,12.788,11.738,9.17,6.665,0.0,0.0,0.00,0.00,0.400,QSO,7600.5,B,-0.103
179.215229,11.943373,J115651.65+115636.1,17.178,16.732,16.745,16.661,16.711,15.619,15.091,14.358,12.977,11.896,9.373,7.484,0.0,0.0,0.00,0.00,0.644,QSO,7931.4,B,-0.023
179.422640,15.237244,J115741.43+151414.0,17.032,16.747,16.687,16.62,16.57,15.7,15.574,14.55,13.187,12.049,9.377,6.747,0.0,0.0,0.00,0.00,0.746,QSO,3386.5,B,0.002
179.423973,4.214069,J115741.75+041250.6,18.413,17.713,17.204,16.756,16.57,15.687,14.882,14.48,13.375,12.648,9.434,6.98,0.0,0.0,0.00,0.00,0.095,QSO,1743.1,B,0.209
179.494259,13.756896,J115758.62+134524.8,19.869,18.166,17.015,16.396,15.964,15.486,14.718,14.0,12.855,12.111,9.538,7.837,0.0,0.0,0.00,0.00,0.116,QSO,4019.1,Alp-gal,0.176
179.569668,13.440064,J115816.72+132624.2,17.957,17.573,17.404,17.257,17.113,16.48,15.619,14.499,12.755,11.648,8.928,6.237,1.7,2.47,0.94,1.00,0.439,QSO,2018.0,B,0.019
179.935045,6.174579,J115944.41+061028.4,17.951,17.73,17.546,17.588,17.231,16.345,15.686,14.61,13.012,11.974,8.915,6.773,0.0,0.0,0.00,0.00,0.337,QSO,3175.3,Alp,0.043
180.046961,10.026578,J120011.27+100135.6,16.968,16.351,15.877,15.419,15.392,14.506,13.798,12.951,11.703,10.751,7.702,5.022,0.0,0.0,0.00,0.00,0.085,QSO,5096.6,Alp,0.077
180.085359,7.909599,J120020.48+075434.5,18.834,18.32,17.709,17.302,17.15,16.153,15.289,14.428,13.396,12.501,9.281,6.627,0.0,0.0,0.00,0.00,0.229,QSO,3937.3,Alp,0.272
180.088622,15.787121,J120021.26+154713.6,20.106,19.052,17.805,17.24,16.867,16.333,15.292,14.485,13.483,12.773,10.339,7.481,0.0,0.0,0.00,0.00,0.239,QSO,10788.2,Alp-gal,0.172
180.364249,9.011248,J120127.41+090040.4,16.985,16.721,16.478,16.487,16.541,15.429,15.066,14.498,12.958,11.711,9.117,6.959,20.06,20.82,60.40,60.39,1.016,QSO,239061.4,B,0.012
180.588275,16.601974,J120221.18+163607.1,19.353,18.214,17.422,16.95,16.687,16.064,15.428,14.697,14.232,13.715,10.869,8.242,0.0,0.0,0.00,0.00,0.145,QSO,5957.0,Alp-gal,0.113
180.637869,2.433244,J120233.08+022559.6,17.238,17.253,17.132,17.145,16.742,15.954,15.153,13.982,12.764,11.713,8.919,6.442,0.0,0.0,0.00,0.00,0.272,QSO,5463.3,Alp,-0.074
180.714387,16.121167,J120251.45+160716.2,17.475,17.059,16.837,16.765,16.642,15.398,15.254,14.623,13.122,11.966,9.307,7.02,0.0,0.0,0.00,0.00,0.925,QSO,51022.5,B,0.061
180.887255,2.492948,J120332.94+022934.6,16.416,15.945,15.484,15.048,14.885,14.412,13.515,12.722,11.524,10.793,7.887,5.222,1.15,1.8,0.00,0.00,0.077,QSO,2997.8,Alp,0.012
181.070523,9.039996,J120416.92+090223.9,21.04,19.566,18.46,17.961,17.558,16.447,15.463,14.582,13.185,12.211,9.369,6.48,0.0,0.0,0.00,0.00,0.247,redQSO,2067.5,w2m,0.268
181.243129,12.171824,J120458.35+121018.5,17.808,17.029,16.366,15.935,15.718,15.434,14.699,14.212,13.233,12.663,9.884,7.489,0.0,0.0,0.00,0.00,0.120,QSO,5062.4,Alp-gal,-0.203
181.701259,6.986736,J120648.30+065912.2,17.925,17.233,16.711,16.282,16.144,15.494,14.73,14.177,13.076,12.45,9.364,6.568,0.0,0.0,0.00,0.00,0.080,QSO,7638.2,Alp-gal,-0.156
181.753173,5.225326,J120700.76+051331.1,18.231,17.862,18.094,17.964,18.107,16.53,15.824,14.587,13.059,11.978,9.215,6.661,0.0,0.0,0.00,0.00,0.577,QSO,6238.1,B,-0.089
181.814932,15.204420,J120715.58+151215.9,19.491,17.739,16.842,16.357,16.047,15.156,14.429,13.684,12.604,11.754,8.677,6.222,1.05,1.15,0.00,0.00,0.107,QSO,5579.3,Alp-gal,0.140
181.971334,15.039243,J120753.12+150221.2,18.807,17.799,17.05,16.573,16.35,15.945,15.345,14.538,13.952,13.368,10.988,8.542,0.0,0.0,0.00,0.00,0.086,QSO,3151.7,Alp-gal,0.042
181.982647,6.067469,J120755.83+060402.8,17.936,17.351,16.594,16.061,15.916,15.585,14.502,13.676,12.72,11.904,9.34,6.768,0.0,0.0,0.00,0.00,0.136,QSO,7880.6,Alp,0.271
182.055938,2.504240,J120813.42+023015.2,16.909,16.516,16.199,16.188,16.164,15.332,14.785,14.468,13.349,12.08,9.042,6.38,0.0,0.0,0.00,0.00,1.180,QSO,2090.8,B,0.006
182.350319,10.603349,J120924.07+103612.0,17.208,16.622,16.508,16.337,15.931,15.28,14.55,13.703,11.912,10.797,8.163,5.785,1.91,2.35,0.73,0.00,0.395,QSO,6484.6,Alp,0.006
182.353341,10.431637,J120924.80+102553.8,19.223,18.562,17.84,17.535,17.152,16.308,15.649,14.511,13.453,12.498,9.549,7.223,0.0,0.0,0.00,0.00,0.263,QSO,3547.3,Alp-gal,-0.090
182.477541,6.470306,J120954.60+062813.1,16.828,16.138,15.755,15.332,15.25,15.164,14.296,13.689,12.272,11.57,8.033,5.573,1.99,1.76,0.00,0.00,0.080,QSO,2291.3,B-gal,-0.256
182.576437,1.901646,J121018.34+015405.9,17.187,17.204,17.144,16.846,16.978,15.815,15.128,14.268,12.893,11.969,9.057,6.715,0.0,0.0,0.00,0.00,0.216,QSO,4317.6,Alp,-0.143
182.848267,16.207999,J121123.58+161228.7,17.824,16.991,16.368,15.938,15.705,15.208,14.533,13.915,12.732,12.155,8.977,7.21,0.0,0.0,0.00,0.00,0.119,QSO,9060.7,B-gal,-0.188
182.866651,9.924233,J121127.99+095527.2,20.342,18.738,17.719,17.035,16.668,15.581,14.694,13.677,12.017,10.941,8.406,5.884,8.08,8.36,3.52,4.12,0.464,redQSO,3067.4,B,0.636
182.965347,10.875878,J121151.68+105233.1,19.582,18.198,17.344,16.784,16.565,15.598,14.644,13.738,12.563,11.6,8.669,6.043,1.43,1.58,0.74,0.97,0.121,QSO,4443.3,Alp-gal,0.040
182.989513,5.967014,J121157.48+055801.2,17.759,16.518,15.803,15.327,15.069,15.215,14.464,13.855,12.893,12.299,9.183,6.582,0.0,0.0,0.00,0.00,0.068,QSO,2321.2,Alp,0.219
183.151645,1.967542,J121236.39+015803.1,19.612,18.592,17.572,17.006,16.78,15.761,14.816,13.66,11.966,10.889,7.883,5.19,1.08,0.62,0.00,0.00,0.189,QSO,6912.6,Alp-gal,0.177
183.427915,5.727362,J121342.69+054338.5,18.281,17.564,17.006,16.543,16.38,15.876,15.124,14.329,12.933,12.044,9.163,6.761,0.0,0.0,0.00,0.00,0.126,QSO,2567.2,Alp,0.107
183.556485,5.381751,J121413.55+052254.3,17.793,17.346,17.054,17.015,16.902,15.546,15.38,14.506,12.865,11.546,8.626,6.248,4.18,4.78,2.46,2.71,0.886,QSO,13662.5,B,0.070
183.610163,14.645296,J121426.43+143843.0,19.681,18.329,17.756,17.309,17.083,15.933,15.242,14.407,12.544,11.482,9.115,6.992,2.34,1.71,1.49,2.35,0.501,redQSO,7116.7,B,0.376
183.610741,8.216617,J121426.57+081259.8,18.413,17.559,16.935,16.507,16.304,15.632,14.723,14.25,13.445,12.796,9.882,7.688,1.02,1.68,0.00,0.00,0.129,QSO,3151.3,Alp-gal,-0.010
183.829356,7.667970,J121519.04+074004.6,18.489,17.982,17.506,17.108,16.934,15.689,15.383,14.541,13.521,12.22,8.996,6.531,1.62,1.66,0.00,0.00,1.746,QSO,3566.9,B,0.094
184.124629,8.714795,J121629.91+084253.2,17.883,17.125,16.523,16.01,15.825,15.059,14.308,13.696,12.769,12.166,9.419,6.971,1.62,1.68,0.00,0.00,0.071,QSO,3699.9,Alp-gal,-0.164
184.169045,7.206747,J121640.57+071224.2,16.859,16.528,16.728,16.689,16.85,15.862,15.219,14.118,12.738,11.661,9.255,7.219,0.0,0.0,0.00,0.00,0.586,QSO,7786.9,B,-0.124
184.317037,8.161687,J121716.08+080942.0,16.991,16.948,16.957,17.044,16.345,15.39,14.866,14.074,12.774,11.742,9.339,7.342,0.0,0.0,0.00,0.00,0.342,QSO,6612.6,Alp,-0.181
184.440806,2.352817,J121745.79+022110.1,18.805,18.59,18.241,18.103,17.797,16.77,15.971,14.648,13.662,12.821,9.382,7.049,0.0,0.0,0.00,0.00,0.279,QSO,2028.3,Alp,0.182
184.675343,13.277686,J121842.08+131639.6,19.817,18.153,17.219,16.73,16.464,15.625,14.961,14.301,13.774,13.179,9.871,7.503,1.21,1.06,0.00,0.00,0.123,QSO,12000.0,Alp-gal,0.053
184.680804,15.604800,J121843.39+153617.2,16.898,16.352,16.325,16.181,15.963,15.269,14.517,13.837,13.222,12.247,8.959,6.721,1.56,1.44,3.02,2.70,2.266,QSO,6608.1,B,0.016
184.878633,6.726260,J121930.87+064334.5,16.657,16.206,15.915,15.473,15.388,14.705,13.893,13.009,11.706,10.863,8.164,6.323,1.06,1.14,0.00,0.00,0.080,QSO,2875.0,Alp,-0.010
184.937665,8.355010,J121945.03+082118.0,18.599,17.985,17.338,16.93,16.807,15.863,15.178,14.112,13.144,12.133,8.772,6.095,3.54,3.08,3.01,3.13,0.229,QSO,4537.3,Alp-gal,-0.061
185.020131,7.815368,J122004.83+074855.3,16.422,15.39,14.821,14.434,14.19,14.767,13.871,13.1,11.596,10.786,7.886,5.851,0.0,0.0,0.00,0.00,0.064,QSO,4156.1,Alp-gal,-0.187
185.030773,2.408779,J122007.38+022431.6,17.788,17.469,16.85,16.367,16.184,15.373,14.75,14.051,13.425,12.677,9.416,6.725,0.0,0.0,0.00,0.00,0.159,QSO,5519.0,Alp,0.146
185.049525,2.061719,J122011.88+020342.1,15.839,15.827,15.809,15.522,15.559,14.562,13.902,13.023,11.687,10.714,8.406,6.053,324.46,333.07,364.61,383.73,0.240,QSO,4882.3,Alp,-0.184
185.070283,11.441168,J122016.86+112628.2,20.331,19.059,18.128,17.453,17.124,15.544,14.636,13.826,12.624,11.43,7.842,5.602,1.5,2.33,0.00,0.00,1.895,redQSO,8408.1,B,0.247
185.076835,6.688796,J122018.44+064119.6,17.484,17.457,17.372,17.279,16.905,16.23,15.313,14.261,12.938,11.877,9.385,7.577,0.0,0.0,0.00,0.00,0.286,QSO,9433.2,Alp,0.097
185.175005,11.401480,J122042.00+112405.3,17.498,16.83,16.342,15.884,15.702,15.484,15.13,14.484,13.296,12.574,9.296,6.869,0.0,0.0,0.00,0.00,0.093,QSO,3396.8,Alp,0.150
185.408047,4.507262,J122137.93+043026.1,17.918,17.36,16.935,16.529,16.395,15.533,14.983,14.429,13.069,12.072,8.81,6.326,0.0,0.0,0.00,0.00,0.095,QSO,6794.5,Alp,0.104
185.488407,6.697286,J122157.21+064150.2,17.966,17.247,16.575,16.139,15.892,15.645,14.782,14.01,12.99,12.328,9.155,6.461,1.03,1.37,0.00,0.00,0.121,QSO,4412.3,Alp-gal,-0.171
185.850574,2.679029,J122324.13+024044.5,16.497,15.21,14.486,14.227,13.992,14.106,13.607,12.931,11.259,10.525,8.022,6.233,0.0,0.0,0.00,0.00,0.024,QSO,4917.1,Alp,-0.008
186.004278,14.214256,J122401.02+141251.3,20.219,18.58,17.558,17.061,16.759,16.114,15.335,14.52,13.327,12.223,9.056,6.605,0.0,0.0,0.00,0.00,0.174,QSO,3469.8,Alp-gal,0.107
186.019229,4.943861,J122404.61+045637.8,17.714,17.547,17.394,17.394,16.934,16.033,15.349,14.065,12.759,11.765,8.758,6.201,0.0,0.0,0.00,0.00,0.358,QSO,2834.9,Alp,-0.041
186.210661,10.095930,J122450.55+100545.3,18.11,17.811,17.409,17.063,16.949,16.069,15.225,14.236,12.737,11.728,9.025,6.793,0.0,0.0,0.00,0.00,0.168,QSO,2305.3,Alp-gal,-0.215
186.303886,12.309919,J122512.93+121835.7,17.923,17.726,17.821,17.651,17.181,16.238,15.505,14.635,12.995,11.997,9.585,7.289,19.09,20.66,18.49,20.21,0.411,QSO,6337.2,B,-0.052
186.345229,4.355356,J122522.85+042119.2,16.929,16.187,15.757,15.303,15.136,15.372,14.784,14.074,12.771,12.031,9.205,6.543,0.0,0.0,0.00,0.00,0.077,QSO,4369.1,Alp,0.085
186.672937,5.985214,J122641.50+055906.7,18.337,18.12,17.653,17.406,16.985,16.352,15.744,14.603,13.747,12.938,10.236,7.882,0.0,0.0,0.00,0.00,0.290,QSO,6275.6,Alp,0.068
186.857785,4.593216,J122725.86+043535.5,18.989,17.844,17.085,16.648,16.399,15.471,14.634,13.862,12.764,11.876,8.691,5.955,0.0,0.0,0.00,0.00,0.123,QSO,4023.9,Alp-gal,-0.076
186.915944,4.325669,J122739.82+041932.4,18.505,17.793,17.009,16.516,16.431,15.409,14.654,13.786,12.747,11.891,9.027,5.999,7.35,7.09,3.59,4.05,0.180,QSO,8763.8,Alp-gal,-0.179
186.936907,8.697325,J122744.85+084150.3,17.018,16.565,16.25,15.812,15.745,15.386,14.491,13.779,12.293,11.382,8.238,5.781,1.69,2.51,0.84,1.61,0.085,QSO,3277.8,Alp,0.085
187.122069,11.064995,J122829.29+110353.9,18.211,18.027,17.699,17.267,17.254,15.896,15.535,14.546,13.172,12.301,9.893,7.422,0.0,0.0,0.00,0.00,0.167,QSO,5074.7,Alp,0.105
187.391820,13.774828,J122934.03+134629.3,19.235,18.089,17.382,16.937,16.71,15.75,15.1,14.476,13.856,13.132,10.021,6.901,0.0,0.0,0.00,0.00,0.099,QSO,4828.4,Alp-gal,-0.118
187.421177,11.328378,J122941.08+111942.1,19.471,17.477,16.375,15.863,15.513,15.413,14.523,13.827,12.904,12.01,8.938,6.182,2.95,3.61,1.77,2.00,0.125,QSO,12000.0,Alp-gal,0.224
187.564647,3.048518,J123015.51+030254.6,18.841,17.824,17.1,16.4,16.326,15.113,13.995,12.726,11.155,9.987,7.136,4.833,0.0,0.0,0.00,0.00,0.138,QSO,5759.0,Alp-gal,-0.051
187.719374,14.551476,J123052.64+143305.3,18.141,17.302,16.669,16.232,16.014,15.797,15.182,14.499,13.64,13.094,10.166,7.897,0.0,0.0,0.00,0.00,0.115,QSO,3234.2,Alp-gal,0.001
187.725489,11.003100,J123054.11+110011.1,16.697,16.629,16.574,16.304,16.414,15.686,14.812,14.055,12.509,11.415,8.647,6.083,0.0,0.0,0.00,0.00,0.236,QSO,5355.8,Alp,-0.140
187.806929,15.191049,J123113.66+151127.7,18.81,18.504,17.988,17.518,17.345,16.334,15.515,14.669,14.025,13.147,10.155,7.598,0.0,0.0,0.00,0.00,0.192,QSO,3238.5,Alp,0.235
188.149248,6.052760,J123235.81+060309.9,17.109,16.819,16.396,15.979,15.861,15.218,14.461,13.611,12.272,11.355,8.485,6.199,0.0,0.0,0.00,0.00,0.083,QSO,2961.2,Alp,-0.001
188.171448,11.216323,J123241.14+111258.7,20.884,19.862,18.717,18.374,17.963,16.772,15.474,14.261,12.407,11.062,8.33,5.6,1.61,0.76,0.96,1.10,0.250,redQSO,1975.7,w2m-F2M,1.331
188.202900,14.240710,J123248.69+141426.5,17.45,17.336,17.166,17.216,16.74,16.168,15.455,14.39,12.881,11.715,8.685,6.287,0.0,0.0,0.00,0.00,0.332,QSO,4410.7,Alp,0.016
188.300268,14.397959,J123312.06+142352.6,18.799,18.484,17.835,17.775,17.117,16.055,14.786,13.48,11.847,10.652,7.815,5.557,0.0,0.0,0.00,0.00,0.313,QSO,6270.5,Alp,0.291
188.357458,9.523165,J123325.78+093123.3,16.384,16.189,16.318,16.219,15.909,15.517,14.646,13.924,11.811,10.615,7.913,5.818,0.0,0.0,0.00,0.00,0.414,QSO,7126.0,B,-0.126
188.732958,15.565643,J123455.90+153356.3,15.796,14.77,14.266,13.859,13.601,14.259,12.929,12.44,11.004,10.414,7.097,4.739,1.55,6.92,0.77,2.17,0.046,QSO,2287.6,Alp-gal,-0.242
188.934377,16.093388,J123544.25+160536.1,17.617,17.12,16.777,16.43,16.304,15.346,14.578,13.815,12.783,11.925,8.802,6.14,0.0,0.0,0.00,0.00,0.071,QSO,2207.5,Alp-gal,-0.364
189.159459,3.047312,J123638.27+030250.3,17.118,16.857,16.665,16.672,16.664,15.435,15.341,14.595,13.891,12.994,10.106,7.691,0.0,0.0,0.00,0.00,0.944,QSO,5056.8,B,0.008
189.198822,6.013435,J123647.71+060048.3,17.243,17.071,16.628,16.508,16.507,15.709,14.739,14.423,12.905,11.554,8.614,6.407,0.0,0.0,0.00,0.00,1.286,QSO,8078.2,B,0.074
