ra,dec,designation,umag,gmag,rmag,imag,zmag,jmag,hmag,kmag,w1mag,w2mag,w3mag,w4mag,FIRST_peak,FIRST_int,VLASS_peak,VLASS_int,zsp,spCl,broad,src,ebv
205.133418,5.366292,J134032.02+052158.6,17.788,17.879,17.83,17.925,17.408,16.447,15.546,14.65,12.912,11.947,9.658,7.493,0.0,0.0,0.00,0.00,0.275,QSO,13607.7,B,-0.126
205.165295,5.238808,J134039.67+051419.7,20.832,19.944,19.065,18.523,17.735,16.163,14.801,13.255,11.575,10.389,7.691,5.174,8.89,9.69,4.89,4.89,0.264,redQSO,1925.7,B-F2M,1.050
205.390514,9.065828,J134133.72+090356.9,17.331,16.865,16.351,15.838,15.751,14.907,14.27,13.655,12.397,11.641,9.366,7.284,19.7,21.86,7.99,9.34,0.105,QSO,4018.6,Alp,0.197
205.462562,11.417844,J134151.01+112504.2,19.827,18.326,17.255,16.779,16.493,15.928,15.163,14.36,13.028,12.195,9.627,7.279,0.0,0.0,0.00,0.00,0.141,QSO,8525.2,Alp-gal,0.118
205.462809,8.586823,J134151.07+083512.5,21.907,19.938,18.742,18.051,17.802,16.809,15.472,14.401,13.156,11.914,9.117,7.018,1.48,0.94,2.08,2.48,0.227,redQSO,3341.5,w2m,0.575
205.467917,11.329980,J134152.30+111947.9,19.513,18.3,17.511,17.054,16.811,16.082,15.233,14.42,13.054,12.159,9.0,6.52,0.0,0.0,0.00,0.00,0.160,QSO,2021.9,Alp-gal,0.013
205.527364,5.089966,J134206.56+050523.8,17.22,17.12,16.884,16.845,16.54,15.609,14.768,13.611,11.784,10.643,7.492,5.096,3.8,3.85,1.73,3.34,0.266,QSO,2329.2,Alp,0.028
205.691437,9.446942,J134245.94+092648.9,17.317,16.483,15.865,15.366,15.183,15.396,14.686,13.848,12.148,11.413,8.653,5.782,0.0,0.0,0.00,0.00,0.080,QSO,3705.9,Alp,0.134
205.863653,8.376145,J134327.27+082234.1,18.844,18.277,17.509,17.119,16.895,15.691,15.178,14.207,12.81,11.877,8.883,6.003,1.6,1.73,0.00,0.00,0.242,QSO,6839.7,Alp-gal,-0.007
205.883319,11.205451,J134331.99+111219.6,19.033,18.555,18.701,18.609,18.812,15.948,15.328,14.634,13.655,12.686,10.334,8.174,0.0,0.0,0.00,0.00,0.605,QSO,5852.0,B,-0.105
206.386791,9.210939,J134532.82+091239.3,18.726,18.657,18.302,18.008,18.012,16.799,15.617,14.694,13.969,12.981,9.978,7.31,0.0,0.0,0.00,0.00,0.235,QSO,3820.2,Alp,0.200
206.452117,11.745439,J134548.50+114443.5,17.484,17.256,16.909,16.344,16.42,15.366,14.708,13.704,12.175,11.176,8.485,6.082,0.0,0.0,0.00,0.00,0.126,QSO,3942.9,Alp,-0.026
206.623069,10.874096,J134629.53+105226.7,18.289,18.044,17.571,17.393,16.955,15.984,15.255,14.196,13.296,12.449,9.326,7.202,0.0,0.0,0.00,0.00,0.291,QSO,4768.4,Alp,0.169
206.643050,4.056810,J134634.33+040324.5,19.257,18.624,17.837,17.359,17.21,16.067,15.67,14.47,13.22,12.379,9.786,7.893,0.0,0.0,0.00,0.00,0.188,QSO,7038.7,Alp-gal,0.014
206.888956,12.290076,J134733.34+121724.2,18.171,16.372,15.352,14.793,14.603,14.933,14.191,13.216,11.524,10.216,6.286,3.148,4823.33,4859.88,3423.65,4054.37,0.120,QSO,12000.0,Alp-gal,0.074
206.918395,9.244329,J134740.41+091439.5,19.454,18.118,17.193,16.737,16.453,15.753,15.244,14.598,13.691,13.103,10.69,8.692,0.0,0.0,0.00,0.00,0.130,QSO,4097.6,Alp-gal,0.062
207.069040,5.913110,J134816.56+055447.1,19.854,18.248,17.128,16.607,16.316,15.894,15.102,14.356,13.578,12.834,9.479,6.68,2.88,2.95,1.36,1.98,0.197,QSO,2082.9,B-gal,0.193
207.408696,3.595545,J134938.08+033543.9,18.205,17.882,17.324,16.952,16.755,16.165,15.356,14.639,13.475,12.883,10.549,8.527,0.0,0.0,0.00,0.00,0.202,QSO,4184.7,Alp-gal,-0.150
207.448947,4.867822,J134947.74+045204.1,18.275,17.849,17.297,16.852,16.744,15.87,15.315,14.405,13.376,12.558,9.164,6.471,0.0,0.0,0.00,0.00,0.187,QSO,4052.4,Alp,0.229
207.470186,2.079208,J134952.84+020445.1,16.804,15.61,14.954,14.611,14.338,13.671,12.845,11.882,11.265,10.5,7.639,5.216,1.34,0.85,0.00,0.00,0.033,QSO,4489.1,Alp-gal,-0.210
207.502627,2.616862,J135000.63+023700.7,19.24,17.971,17.148,16.714,16.42,15.954,15.175,14.681,13.867,13.338,10.87,8.637,0.0,0.0,0.00,0.00,0.117,QSO,5302.1,Alp-gal,0.071
207.682547,11.649388,J135043.81+113857.7,17.769,17.727,17.627,17.712,17.071,16.428,15.619,14.637,13.338,12.342,9.475,6.69,0.0,0.0,0.00,0.00,0.325,QSO,3546.0,Alp,-0.025
207.725922,9.700822,J135054.22+094202.9,17.943,17.455,17.042,16.623,16.538,15.585,14.887,14.038,12.859,11.95,8.628,6.069,1.0,0.84,0.00,0.00,0.147,QSO,2236.0,Alp-gal,-0.194
207.834224,3.621259,J135120.21+033716.5,17.885,17.849,17.63,16.973,17.228,16.031,15.417,14.566,13.547,12.672,10.46,8.535,0.0,0.0,0.00,0.00,0.135,QSO,4332.8,Alp,-0.086
208.000415,4.690261,J135200.09+044124.9,19.76,18.085,17.013,16.521,16.156,15.801,15.038,14.148,13.072,12.282,9.414,7.335,0.0,0.0,0.00,0.00,0.144,QSO,4593.1,Alp-gal,0.170
208.025854,3.173668,J135206.20+031025.2,18.026,17.978,17.782,17.476,17.298,16.814,15.992,14.625,13.094,12.04,9.182,6.63,0.0,0.0,0.00,0.00,0.243,QSO,6206.9,Alp,0.096
208.107520,13.481482,J135225.80+132853.3,17.046,16.8,16.783,16.76,16.376,15.54,14.803,13.859,12.12,11.016,8.64,6.502,0.0,0.0,0.00,0.00,0.403,QSO,5324.6,B,-0.009
208.136742,12.722609,J135232.81+124321.3,19.228,18.724,17.929,17.498,17.256,15.974,15.541,14.481,13.948,13.231,10.209,7.558,0.0,0.0,0.00,0.00,0.238,QSO,5757.3,Alp-gal,-0.073
208.267640,2.503283,J135304.23+023011.8,20.22,19.16,18.154,17.555,17.34,15.998,15.037,13.811,12.143,10.979,7.959,5.565,0.0,0.0,0.00,0.00,0.220,redQSO,2039.3,w2m,0.271
208.276432,11.634594,J135306.34+113804.5,16.842,16.569,16.444,16.238,16.204,15.388,14.752,14.582,13.342,12.187,9.203,6.935,0.0,0.0,0.00,0.00,1.627,QSO,5131.8,B,0.008
208.723549,15.182615,J135453.65+151057.4,19.079,17.668,16.762,16.256,16.003,15.354,14.561,13.852,12.439,11.448,8.673,6.379,0.0,0.0,0.00,0.00,0.129,QSO,3675.2,Alp-gal,0.069
208.897846,15.963915,J135535.48+155750.0,16.729,16.241,16.14,16.033,16.01,14.884,14.691,13.853,12.217,11.154,8.698,6.522,0.0,0.0,0.00,0.00,0.684,QSO,6115.2,B,-0.001
209.074157,7.273182,J135617.79+071623.4,18.051,17.919,17.727,17.165,17.333,16.216,15.418,14.66,13.538,12.582,10.183,7.911,0.0,0.0,0.00,0.00,0.144,QSO,6894.0,Alp,-0.071
209.201709,7.473119,J135648.41+072823.2,17.468,16.768,16.454,16.438,16.243,15.068,14.606,14.095,12.831,11.625,9.221,6.909,17.31,17.65,14.69,14.89,1.052,QSO,3508.8,B,0.072
209.585200,13.729445,J135820.44+134346.0,18.933,18.241,17.485,16.917,16.758,15.795,15.178,14.186,12.776,11.965,9.372,6.635,0.0,0.0,0.00,0.00,0.129,QSO,2864.6,Alp,0.268
209.599970,2.228868,J135823.99+021343.9,15.975,15.845,15.727,15.781,15.676,14.731,14.576,13.957,12.585,11.315,8.69,6.589,0.0,0.0,0.00,0.00,0.955,QSO,4753.6,B,-0.015
209.623239,1.152357,J135829.57+010908.4,18.343,18.337,17.922,17.636,17.477,16.243,15.441,14.575,13.098,12.278,9.761,7.448,0.0,0.0,0.00,0.00,0.244,QSO,4197.6,Alp,0.067
209.632426,5.089678,J135831.78+050522.8,17.792,17.194,17.154,17.097,16.905,16.07,15.403,14.51,14.041,13.071,9.702,7.5,0.0,0.0,0.00,0.00,2.455,QSO,46441.8,B,0.005
209.676197,2.823666,J135842.28+024925.1,19.079,18.379,17.735,17.203,17.124,16.143,15.438,14.55,13.201,12.11,8.686,6.268,0.0,0.0,0.00,0.00,0.148,QSO,2088.2,Alp-gal,-0.161
209.749967,14.888157,J135859.99+145317.3,18.967,18.225,17.517,17.091,16.896,16.004,15.305,14.45,13.736,12.988,9.723,7.174,0.0,0.0,0.00,0.00,0.185,QSO,2612.2,B-gal,0.001
209.863137,1.998523,J135927.15+015954.6,18.706,18.497,18.109,18.159,18.3,15.954,15.078,14.537,14.318,12.966,10.027,7.495,860.97,884.19,406.50,420.63,1.327,QSO,6094.3,B,0.004
209.947305,10.555140,J135947.35+103318.5,21.519,19.62,18.14,17.665,16.998,16.201,14.944,13.596,11.806,10.709,8.096,5.755,8.76,9.24,10.21,10.41,0.283,redQSO,2456.1,w2m,0.816
210.076745,5.045085,J140018.41+050242.3,16.083,14.715,14.204,13.837,13.585,13.739,13.066,12.378,11.262,10.747,7.244,4.68,6.88,10.0,2.82,4.17,0.034,QSO,9651.0,Alp-gal,-0.054
210.133177,4.082702,J140031.96+040457.7,16.622,16.386,16.36,16.286,16.095,15.148,14.445,13.365,11.539,10.4,7.646,5.187,0.0,0.0,0.00,0.00,0.427,QSO,2679.7,B,-0.024
210.140269,15.742257,J140033.66+154432.1,18.819,18.75,18.109,17.619,17.618,16.039,15.282,14.507,13.362,12.435,10.122,7.732,0.0,0.0,0.00,0.00,0.215,QSO,4138.2,Alp,0.218
210.270338,0.725764,J140104.88+004332.7,17.645,17.268,17.234,17.067,17.028,15.947,15.321,14.488,12.945,11.834,9.496,7.418,2.67,2.81,0.00,0.00,0.665,QSO,5306.3,B,0.052
210.279913,10.810611,J140107.17+104838.1,17.591,16.693,16.233,15.793,15.564,14.64,13.705,12.935,12.637,11.87,8.732,6.043,0.0,0.0,0.00,0.00,0.065,QSO,2201.7,Alp,0.037
210.351802,16.762966,J140124.43+164546.6,19.086,17.617,16.811,16.242,16.098,15.37,14.498,13.926,13.253,12.589,9.804,6.73,1.44,0.91,0.90,0.99,0.100,QSO,4702.2,Alp-gal,-0.002
210.402614,4.274241,J140136.62+041627.2,16.941,16.764,16.553,16.282,16.225,15.255,14.493,13.682,12.518,11.596,8.345,6.01,0.0,0.0,0.00,0.00,0.164,QSO,2271.9,Alp,-0.016
210.770434,4.000843,J140304.90+040003.0,18.321,18.006,17.458,16.926,16.828,15.882,15.31,14.596,14.03,13.336,10.699,8.324,0.0,0.0,0.00,0.00,0.134,QSO,6517.6,Alp-gal,-0.188
210.836327,10.185812,J140320.71+101108.9,17.845,17.326,17.361,17.201,17.252,15.759,15.006,14.523,13.319,12.233,9.428,6.962,0.0,0.0,0.00,0.00,0.572,QSO,3301.9,B,-0.046
210.983963,8.125445,J140356.15+080731.6,17.507,17.15,17.255,17.087,17.172,16.16,15.317,14.416,12.688,11.534,9.084,7.008,0.0,0.0,0.00,0.00,0.591,QSO,3622.4,B,-0.029
211.009011,10.466837,J140402.16+102800.6,17.513,17.152,17.009,16.955,16.727,15.36,15.076,14.679,13.204,11.884,8.789,6.559,0.0,0.0,0.00,0.00,0.915,QSO,2516.1,B,0.016
211.044113,9.629263,J140410.58+093745.3,17.702,17.482,17.607,17.418,17.123,15.833,15.346,14.372,12.994,11.96,9.541,7.189,19.31,20.56,17.46,17.93,0.437,QSO,8359.8,B,-0.072
211.067486,16.587507,J140416.19+163515.0,18.631,17.767,17.118,16.687,16.569,15.905,15.295,14.39,13.552,12.774,9.422,6.829,1.45,1.33,0.00,0.00,0.131,QSO,2769.7,Alp-gal,-0.133
211.199203,5.618943,J140447.80+053708.1,18.402,17.841,17.713,17.446,17.554,16.52,15.735,14.535,12.94,11.675,8.904,6.821,0.0,0.0,0.00,0.00,0.603,QSO,4041.5,B,0.090
211.202878,16.372929,J140448.69+162222.5,17.919,17.703,17.621,17.482,17.324,16.129,15.438,14.497,12.931,11.876,9.284,7.001,0.0,0.0,0.00,0.00,0.436,QSO,2367.4,B,0.006
211.731948,1.953585,J140655.66+015712.9,18.327,18.119,18.092,18.046,17.841,16.798,15.696,14.64,13.421,12.386,9.553,7.152,0.0,0.0,0.00,0.00,0.426,QSO,2392.9,B,-0.053
211.744641,14.710662,J140658.71+144238.3,16.422,16.37,16.363,16.394,16.119,15.678,14.909,13.824,12.187,10.981,7.955,5.397,0.0,0.0,0.00,0.00,0.265,QSO,4624.9,Alp,-0.162
212.018133,16.727585,J140804.35+164339.3,18.108,18.061,18.023,17.852,17.37,16.319,15.236,14.428,12.844,11.8,9.16,6.814,0.0,0.0,0.00,0.00,0.374,QSO,8951.3,B,0.071
212.556707,8.191596,J141013.60+081129.7,18.847,17.832,17.237,16.757,16.641,15.809,14.986,14.63,13.342,12.411,9.124,6.494,1.12,1.16,0.00,0.00,0.088,QSO,4183.4,Alp-gal,-0.090
212.617233,13.997279,J141028.13+135950.2,17.989,17.5,17.46,17.29,17.02,16.208,15.518,14.674,14.166,13.052,9.583,7.449,0.0,0.0,0.00,0.00,2.202,QSO,11495.8,B,0.015
212.706464,1.859700,J141049.55+015134.9,19.078,18.476,17.905,17.451,17.296,16.416,15.338,14.561,13.873,13.098,9.204,6.347,2.16,2.09,1.14,1.71,0.201,QSO,3067.7,Alp-gal,-0.031
212.722660,9.174179,J141053.43+091027.0,16.701,16.703,16.543,16.139,16.371,15.148,14.182,13.169,12.306,11.229,8.248,5.671,0.0,0.0,0.00,0.00,0.178,QSO,3796.5,Alp,-0.075
213.056736,2.200624,J141213.61+021202.2,18.313,18.139,17.893,17.844,17.312,16.22,15.535,14.624,13.954,12.839,9.739,7.058,0.0,0.0,0.00,0.00,0.295,QSO,10241.2,Alp,0.246
213.091617,6.404101,J141221.98+062414.7,18.083,16.961,16.266,15.811,15.566,15.872,15.011,14.402,13.11,12.483,9.873,8.146,0.0,0.0,0.00,0.00,0.110,QSO,4753.2,Alp,0.139
213.265326,13.204580,J141303.67+131216.4,18.955,18.382,17.901,17.537,17.405,16.161,15.477,14.66,13.439,12.503,9.449,6.771,0.0,0.0,0.00,0.00,0.152,QSO,2083.6,Alp-gal,-0.068
213.279942,3.285355,J141307.18+031707.2,18.689,16.966,16.163,15.709,15.437,14.797,14.087,13.544,12.855,12.038,8.474,5.56,6.72,6.66,4.16,4.64,0.085,QSO,1854.1,B-gal,0.096
213.288121,9.336472,J141309.14+092011.3,16.873,16.678,16.819,16.785,16.706,16.079,15.188,14.134,12.557,11.415,8.963,7.015,0.0,0.0,0.00,0.00,0.460,QSO,3610.1,B,-0.129
213.675142,16.968690,J141442.03+165807.2,18.479,18.749,18.219,17.71,17.957,16.163,15.504,14.278,12.894,11.805,8.887,6.376,1.23,1.13,0.00,0.00,0.238,QSO,6618.8,Alp,0.113
213.942657,11.495418,J141546.23+112943.5,18.137,16.97,16.565,16.572,16.3,15.113,14.531,14.062,13.001,11.663,7.782,5.382,6.5,7.09,2.56,3.49,2.520,QSO,3271.2,B,0.014
213.986822,5.341545,J141556.83+052029.5,17.564,17.164,16.668,16.2,16.1,15.298,14.542,13.854,13.135,12.432,9.521,6.676,1.05,1.12,0.00,0.00,0.126,QSO,4270.8,Alp,0.160
214.055704,2.318868,J141613.36+021907.9,19.256,18.159,16.892,16.607,16.112,15.418,14.658,13.764,12.436,11.345,8.457,6.051,0.0,0.0,6.25,8.25,0.158,QSO,9015.4,Alp-gal,0.059
214.192261,1.520278,J141646.14+013113.0,17.895,16.947,16.205,15.76,15.491,15.366,14.569,14.134,13.014,12.498,9.501,7.344,0.0,0.0,0.00,0.00,0.116,QSO,4377.3,Alp-gal,-0.017
214.436553,7.796854,J141744.77+074748.6,19.134,17.995,17.172,16.711,16.445,16.031,15.072,14.437,13.373,12.579,9.702,7.296,0.0,0.0,0.00,0.00,0.148,QSO,8028.4,Alp-gal,0.082
214.453127,1.636145,J141748.75+013810.1,18.827,18.782,18.457,18.228,17.979,16.65,15.716,14.546,13.424,12.429,9.661,7.264,0.0,0.0,0.00,0.00,0.252,QSO,2660.7,Alp,0.086
214.627353,10.581351,J141830.56+103452.8,18.865,18.247,17.594,17.206,17.014,16.033,15.482,14.373,13.381,12.558,9.606,7.166,0.0,0.0,0.00,0.00,0.225,QSO,3507.9,Alp,0.288
214.682641,14.716625,J141843.83+144259.8,19.854,18.209,17.236,16.688,16.349,15.688,15.135,14.451,13.516,12.987,10.215,8.413,0.0,0.0,0.00,0.00,0.126,QSO,2740.6,Alp-gal,0.114
214.712793,8.874480,J141851.07+085228.1,17.188,17.224,17.132,16.878,16.704,15.762,15.378,14.688,14.048,13.065,9.859,7.906,0.0,0.0,0.00,0.00,2.013,QSO,5276.5,B,0.025
214.784085,6.476349,J141908.18+062834.8,17.489,17.145,16.724,16.467,16.286,15.129,14.477,14.187,13.288,12.103,9.124,6.87,5820.53,6155.57,1808.30,2493.31,1.436,QSO,4470.3,B,0.061
214.784631,7.913795,J141908.31+075449.6,16.802,15.21,14.396,13.957,13.63,13.892,13.092,12.339,11.202,10.56,7.59,5.497,3.33,4.49,1.78,2.09,0.056,QSO,6868.8,Alp-gal,0.047
215.015899,5.252948,J142003.81+051510.6,18.359,18.141,17.965,17.921,17.163,16.592,15.672,14.675,13.766,12.717,10.287,8.114,0.0,0.0,0.00,0.00,0.352,QSO,9209.8,Alp,0.119
215.039553,11.019082,J142009.49+110108.6,18.9,18.455,17.38,16.808,16.572,15.787,15.224,14.464,13.059,12.252,9.826,7.405,0.0,0.0,0.00,0.00,0.215,QSO,7023.6,Alp,0.293
215.148283,9.457514,J142035.58+092727.0,18.733,18.639,18.33,17.82,17.786,16.809,15.629,14.47,13.253,12.296,9.877,7.761,0.0,0.0,0.00,0.00,0.230,QSO,7517.9,Alp,0.258
215.313856,6.850265,J142115.32+065100.9,18.157,18.014,17.689,17.524,17.578,16.549,15.615,14.501,14.198,13.031,9.998,7.532,0.0,0.0,2.07,2.92,1.493,QSO,5536.2,B,0.019
215.410440,15.346080,J142138.50+152045.8,17.936,17.616,17.27,17.003,16.988,15.839,14.767,13.877,12.435,11.506,8.803,6.513,0.0,0.0,0.00,0.00,0.231,QSO,2914.8,Alp,0.020
215.442321,7.652322,J142146.15+073908.3,17.053,17.163,17.195,16.905,17.055,15.924,15.223,14.073,12.574,11.524,8.981,6.593,0.0,0.0,0.00,0.00,0.231,QSO,5908.9,B,-0.251
215.518562,13.354106,J142204.45+132114.7,18.327,17.283,16.657,16.226,16.044,14.949,14.119,13.413,12.124,11.311,8.428,5.772,1.16,0.99,0.00,0.00,0.135,QSO,5038.1,Alp-gal,-0.082
215.519332,15.179613,J142204.63+151046.6,17.597,17.709,17.593,17.479,17.216,16.38,15.553,14.487,13.357,12.221,9.496,7.272,0.0,0.0,0.00,0.00,0.256,QSO,4643.6,Alp,-0.145
215.670672,13.130600,J142240.96+130750.1,18.182,17.938,17.664,17.329,17.275,16.121,15.423,14.625,13.191,12.166,9.63,7.368,0.0,0.0,0.00,0.00,0.197,QSO,4600.5,Alp,0.058
216.250050,2.677569,J142500.01+024039.2,18.194,18.036,17.711,17.671,17.23,16.664,15.744,14.566,12.799,11.708,9.101,7.113,0.0,0.0,0.00,0.00,0.325,QSO,3814.9,Alp,0.071
216.343239,8.057545,J142522.37+080327.1,17.398,17.369,17.246,16.78,16.935,16.247,15.68,14.632,13.22,12.301,9.786,7.293,0.0,0.0,0.00,0.00,0.230,QSO,6805.5,Alp,-0.075
216.605916,15.610531,J142625.41+153637.9,16.864,15.79,15.136,14.732,14.489,14.491,13.73,13.09,11.849,11.116,8.219,5.806,0.0,0.0,0.00,0.00,0.055,QSO,2839.0,Alp-gal,-0.214
216.703360,0.889705,J142648.80+005322.9,19.07,18.24,17.554,17.024,17.006,15.73,15.062,14.033,12.811,12.01,9.253,6.753,0.0,0.0,0.00,0.00,0.220,QSO,4057.4,Alp-gal,0.041
216.951210,5.039464,J142748.29+050222.0,16.314,16.242,16.239,15.76,15.978,15.744,15.042,13.911,12.554,11.667,9.273,7.296,0.0,0.0,0.00,0.00,0.106,QSO,2268.4,Alp,-0.138
217.349655,2.673106,J142923.91+024023.1,17.989,17.461,17.094,16.77,16.605,15.563,14.869,14.65,13.845,12.837,9.783,7.621,0.0,0.0,0.00,0.00,1.668,QSO,15168.4,B,0.068
217.419748,3.357209,J142940.73+032125.9,18.223,18.174,18.004,17.823,17.641,16.727,16.068,14.685,13.63,12.566,9.716,7.408,0.0,0.0,0.00,0.00,0.253,QSO,2786.6,Alp,-0.059
217.741830,15.765467,J143058.03+154555.6,17.421,17.248,16.811,16.382,16.207,15.361,14.458,13.47,12.262,11.481,8.897,6.696,0.0,0.0,0.00,0.00,0.163,QSO,3192.8,Alp,0.138
217.795766,14.385529,J143110.98+142307.9,16.847,16.675,16.367,16.209,16.173,15.163,14.176,13.857,12.593,11.23,8.264,6.034,1.02,1.62,0.00,0.00,1.423,QSO,4405.2,B,0.014
217.950386,5.599445,J143148.09+053558.0,16.969,16.847,16.735,16.527,16.247,15.368,14.892,14.166,13.5,12.343,8.904,6.776,0.0,0.0,0.00,0.00,2.096,QSO,5218.4,B,0.019
217.984239,15.642674,J143156.21+153833.6,17.127,16.417,15.954,15.563,15.398,15.232,14.524,13.811,12.637,11.921,8.936,6.996,0.0,0.0,0.00,0.00,0.081,QSO,2596.0,Alp-gal,-0.228
218.115336,9.446836,J143227.68+092648.6,18.278,18.152,17.601,17.158,17.145,16.107,15.441,14.447,13.607,12.947,10.267,7.824,0.0,0.0,0.00,0.00,0.167,QSO,4435.6,Alp,0.120
218.239294,5.231600,J143257.43+051353.7,17.9,17.754,17.381,17.028,16.975,16.111,15.321,14.597,12.995,12.039,9.459,7.101,0.0,0.0,0.00,0.00,0.200,QSO,6911.6,Alp-gal,-0.226
218.450887,1.493781,J143348.21+012937.6,18.486,18.158,17.568,17.146,17.0,16.216,15.089,14.521,13.674,12.976,10.554,8.044,0.0,0.0,0.00,0.00,0.211,QSO,5417.0,Alp-gal,0.019
218.462285,16.551473,J143350.94+163305.3,18.588,18.227,17.707,17.391,17.237,16.137,15.296,14.629,14.005,13.135,9.934,7.292,0.0,0.0,0.00,0.00,0.163,QSO,2885.5,Alp,0.187
218.522282,5.224567,J143405.34+051328.4,18.765,18.342,17.739,17.306,17.094,16.324,15.508,14.681,13.65,12.711,9.523,7.172,0.0,0.0,0.00,0.00,0.155,QSO,3127.7,Alp,0.258
218.658677,1.646311,J143438.08+013846.7,18.228,17.554,16.854,16.394,16.153,15.726,14.915,14.287,13.25,12.579,9.637,7.476,0.0,0.0,0.00,0.00,0.135,QSO,6028.7,Alp-gal,-0.012
218.815217,2.539337,J143515.65+023221.6,17.332,17.15,16.9,17.11,16.264,15.604,14.351,12.934,11.181,10.134,7.5,5.113,1.09,1.09,0.00,0.00,0.305,QSO,4453.1,Alp,-0.024
218.869247,4.464153,J143528.61+042750.9,19.284,17.569,16.771,16.373,16.083,15.568,15.095,14.296,13.627,13.067,10.017,7.205,0.0,0.0,0.00,0.00,0.085,QSO,2157.5,B-gal,-0.013
218.887266,16.570210,J143532.94+163412.7,17.832,17.301,16.906,16.488,16.337,15.695,14.946,14.476,13.106,12.269,9.221,6.747,0.0,0.0,0.00,0.00,0.073,QSO,2529.0,Alp,0.073
219.006484,4.802156,J143601.55+044807.7,19.169,18.399,17.736,17.292,17.092,16.128,15.41,14.258,12.888,11.979,9.256,7.025,0.0,0.0,0.00,0.00,0.194,QSO,4289.0,Alp-gal,-0.035
219.088723,7.455812,J143621.29+072720.9,17.354,17.106,16.938,16.905,16.759,15.69,15.585,14.699,12.942,11.618,8.836,6.287,0.0,0.0,0.00,0.00,0.890,QSO,6162.6,B,0.024
219.112835,16.055304,J143627.08+160319.0,18.403,17.286,16.594,16.11,15.865,15.094,14.321,13.686,12.659,11.922,9.079,6.691,0.0,0.0,0.00,0.00,0.088,QSO,8450.7,Alp-gal,-0.084
219.140658,6.948621,J143633.75+065655.0,17.54,17.482,17.527,17.48,17.208,16.215,15.381,14.386,12.733,11.657,9.052,6.98,12.31,12.42,13.94,14.50,0.401,QSO,2704.0,B,-0.060
219.469833,4.481843,J143752.75+042854.6,18.201,17.829,17.277,16.845,16.759,15.811,15.236,14.539,14.023,13.152,9.85,7.606,0.0,0.0,0.00,0.00,1.924,QSO,10030.5,B,0.116
219.496786,4.953496,J143759.22+045712.5,19.26,17.395,16.482,16.008,15.7,15.115,14.382,13.832,12.956,12.405,9.823,7.327,0.0,0.0,0.00,0.00,0.083,QSO,1879.3,B-gal,0.047
219.570036,7.598113,J143816.80+073553.2,17.831,17.626,17.39,17.058,17.189,16.169,15.309,14.39,12.764,11.67,8.635,6.106,0.0,0.0,0.00,0.00,0.187,QSO,5294.5,Alp,-0.105
219.836694,9.471660,J143920.80+092817.9,17.553,16.731,16.167,15.781,15.552,15.213,14.338,13.606,12.704,11.97,9.5,7.456,0.0,0.0,0.00,0.00,0.052,QSO,3733.7,Alp-gal,-0.165
219.837334,11.601497,J143920.96+113605.3,20.758,19.741,18.633,18.103,17.289,16.193,14.962,13.673,11.768,10.679,8.38,5.813,3.02,2.81,2.39,2.67,0.296,redQSO,2493.8,w2m-F2M,0.702
219.874639,8.979545,J143929.91+085846.3,20.96,20.613,19.472,18.345,17.715,16.041,15.174,14.548,13.105,11.602,8.363,6.364,0.0,0.0,0.00,0.00,1.759,redQSO,6932.6,w2m,0.464
220.107005,16.558908,J144025.68+163332.0,19.215,18.572,18.057,17.662,17.624,16.348,15.793,14.646,13.384,12.402,9.535,7.1,0.0,0.0,0.00,0.00,0.224,QSO,3492.7,Alp,0.228
220.273057,4.915303,J144105.53+045455.0,17.627,17.423,17.219,17.082,16.922,16.221,15.781,14.698,13.93,12.589,8.856,6.205,1.45,1.84,0.00,0.00,2.059,QSO,8348.6,B,0.013
220.406064,5.520719,J144137.45+053114.5,19.414,18.063,17.163,16.642,16.348,15.361,14.578,13.954,13.607,13.1,10.294,7.805,0.0,0.0,0.00,0.00,0.094,QSO,9565.6,Alp-gal,0.141
220.485700,16.072521,J144156.56+160421.0,18.193,17.769,17.24,16.708,16.57,15.627,14.739,13.865,12.892,11.937,8.982,6.619,2.12,1.7,1.50,1.38,0.113,QSO,3032.6,Alp,0.188
220.507294,1.951047,J144201.75+015703.7,18.785,17.924,17.31,16.825,16.705,16.083,15.144,14.349,13.476,12.603,9.394,6.565,0.0,0.0,0.00,0.00,0.140,QSO,3468.4,Alp-gal,-0.100
220.512266,14.927593,J144202.94+145539.3,18.995,18.442,17.798,17.677,17.02,16.169,15.163,14.225,12.7,11.719,9.085,6.656,104.33,106.12,44.98,49.09,0.306,QSO,4133.1,Alp,0.276
220.516127,12.792539,J144203.87+124733.1,18.404,17.909,17.083,16.527,16.344,15.675,14.94,14.256,13.167,12.456,10.201,7.855,0.0,0.0,0.00,0.00,0.159,QSO,6758.6,Alp-gal,0.001
220.670003,5.406454,J144240.80+052423.2,18.384,17.267,16.569,15.943,15.796,14.786,13.657,12.581,10.81,9.831,7.036,4.584,4.9,4.89,4.30,4.11,0.117,QSO,2968.3,Alp-gal,-0.003
220.998937,1.499001,J144359.74+012956.4,18.156,18.139,17.914,17.9,17.397,16.261,15.595,14.595,13.028,11.94,9.048,6.722,0.0,0.0,0.00,0.00,0.296,QSO,2358.3,Alp,0.087
