TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,L6_Z_MATCH_BIN,144_LUM,EDR?,JName,ra_x,dec_x,yAperMag3,j_1AperMag3,hAperMag3,kAperMag3,yAperMag3Err,j_1AperMag3Err,hAperMag3Err,kAperMag3Err,sourceID,mode,epoch,mergedClass,angDist,JName_x,ra_xa,dec_xa,yAperMag3_x,j_1AperMag3_x,hAperMag3_x,kAperMag3_x,yAperMag3Err_x,j_1AperMag3Err_x,hAperMag3Err_x,kAperMag3Err_x,sourceID_x,mode_x,epoch_x,mergedClass_x,angDist_x,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch_xa,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist_xa,AllWISE,RAJ2000_x,DEJ2000_x,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist_xb,RAJ2000_xa,DEJ2000_xa,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xc
39628486154914570,193.44903169059432,30.18692460196691,1.9645538868847956,QSO,-0.03504426996220983,0.014806676001920666,4.609309898284317E-5,45.85617536143888,,2.916820941420165E24,true,J125347.77+301113.0,193.449077,30.186963,19.28,18.948,18.509,17.974,0.084,0.102,0.103,0.134,433795053347,1,2010.1414,-1,0.197115,J125347.77+301113.0,193.449077,30.186963,19.28,18.948,18.509,17.974,0.084,0.102,0.103,0.134,433795053347,1,2010.1414,-1,0.197115,144221934490284898,193.44903199,30.18692433,0.017,0.008,90.0,436527248,52,56117.43871528,5,73,20.5975,0.0366,20.6343,0.0471,115000,20.4573,0.0215,20.5686,0.0528,115000,20.3569,0.02,20.4738,0.0389,115000,20.1341,0.0443,20.2502,0.0636,115000,19.7832,0.1705,19.8835,0.1683,115000,0.001352,J125347.77+301112.7,193.4490809,30.186863,0.1701,0.154,18.3,16.532,15.21,11.467,9.039,,,,0.069,0.08,0.155,0.464,,,,1930130201351029047,0000,0,00nn,AABC,413,583,-35,631,,0.269561,193.449047,30.187056,GALEX J125347.7+301113,6374891670064860712,6374891670063808512,AIS,193.371639,30.042003,107.0,199.65,113.4699,86.8978,50113,2401,75,0.159762,true,1,0.0101,0,0,,,22.2509,0.3638,,,2.1709,0.3638,,,2.025,0.2929,,,2.6278,0.8336,0,0,0,0,,,4.56717,1.52984,,,1760.59,2266.26,,8.576,,0.004,0.9896,0.0,0.4089,,4.73,5.53,,,0.635065,4.18041,3.5,7.77E-4,4.59E-4,,,,162.6,109.6,,,1.09,,,0.44,,C,0,1,6374891670064861184,6374891670064860712,0,1,6374891670064861184,6374891670064860712,6374891670064860712,N,0.0,0.4742
39628486167495904,194.21667861039418,30.362767032195382,1.0686579591395768,QSO,0.024217542026496508,0.0,2.990073754246436E-5,44.96886261159527,,0.0,true,J125652.01+302145.9,194.216725,30.362759,18.96,18.704,18.132,17.183,0.06,0.078,0.087,0.067,433794894781,1,2010.1414,1,0.147312,J125652.01+302145.9,194.216725,30.362759,18.96,18.704,18.132,17.183,0.06,0.078,0.087,0.067,433794894781,1,2010.1414,1,0.147312,144431942167075927,194.21667478,30.36276816,0.015,0.006,90.0,436527256,52,56252.01018519,5,73,19.6404,0.0145,19.7495,0.0207,115000,19.4872,0.0154,19.5447,0.0187,115000,19.5808,0.0079,19.6285,0.0152,115000,19.7483,0.0508,19.632,0.008,115000,19.674,0.0328,19.7424,0.0842,115000,0.012572,J125652.00+302145.9,194.2167022,30.3627775,0.096,0.0876,12.2,15.666,14.509,11.456,8.519,,,,0.042,0.048,0.15,,,,,1947130201351038345,0000,0,00nn,AABU,486,298,238,327,,0.082413,194.216881,30.36277,GALEX J125652.0+302145,6374891675435668564,6374891675432517632,AIS,194.40835,29.929051,105.0,197.8,103.0522,86.5535,50113,2561,80,0.464248,true,3,0.013,0,0,21.1803,0.3138,19.9627,0.0863,2.3603,0.3138,-0.1173,0.0863,2.3253,0.3039,-0.0592,0.0837,2.7747,0.4776,-0.0746,0.0983,0,1,0,0,12.2423,3.53793,37.5778,2.98473,2311.71,2952.48,2311.18,2953.39,5.154,4.89,0.002,0.002,0.9814,0.9781,0.1355,0.0813,44.28,44.16,-18.48,-18.56,11.195,2.02607,3.5,8.37E-4,7.24E-4,3.5,5.71E-4,5.25E-4,179.1,100.9,0.273,1.3,0.52,1.0,0.82,0.11,0.15,C,0,1,6374891675435668480,6374891675435668564,0,1,6374891675435668480,6374891675435668564,6374891675435668564,N,0.0,0.629428
39628486188467292,195.67420697936194,30.370109830880565,1.1249353008014409,QSO,0.02291969721821796,0.0076288833592452615,2.516918278659697E-5,45.53454264394916,,1.0852899285102041E24,true,J130241.81+302212.6,195.674241,30.370176,18.267,18.196,17.613,16.794,0.035,0.054,0.055,0.054,433794864350,1,2010.1414,-2,0.260538,J130241.81+302212.6,195.674241,30.370176,18.267,18.196,17.613,16.794,0.035,0.054,0.055,0.054,433794864350,1,2010.1414,-2,0.260538,144441956742644757,195.67420719,30.37010955,0.005,0.004,90.0,436527256,52,56198.83385417,5,83,19.1697,0.0071,19.2681,0.0327,115000,19.0973,0.0185,19.1762,0.0266,115000,19.0351,0.0136,19.0836,0.0193,115000,19.1124,0.0254,19.1491,0.0409,115000,18.9097,0.0419,18.8627,0.048,115000,0.001204,J130241.79+302212.4,195.6741315,30.3701223,0.0632,0.0609,12.2,14.981,13.534,10.438,7.61,,,,0.033,0.031,0.069,0.143,,,,1965130201351037430,hh00,0,000n,AAAB,130,212,-46,212,,0.238668,195.674535,30.370391,GALEX J130241.8+302213,6374891644297151084,6374891644294004736,AIS,195.92013,30.745424,106.0,106.0,86.3187,85.9257,50113,1633,51,0.430552,true,3,0.0106,0,0,21.2054,0.3497,19.9478,0.133,2.3854,0.3497,-0.1322,0.133,2.3301,0.3324,-0.0157,0.1292,2.5566,0.4273,-0.1974,0.1406,0,0,0,0,11.9634,3.85274,38.096,4.6661,2485.95,1078.46,2485.94,1079.4,8.471,6.837,0.004,0.003,0.9833,0.9998,0.2839,0.1218,-65.23,-67.7,72.47,72.35,11.9358,2.94517,3.5,9.81E-4,7.02E-4,3.5,6.29E-4,5.53E-4,82.3,87.1,0.189,1.67,0.6,1.08,0.92,0.19,0.17,C,0,1,6374891644297151488,6374891644297151084,0,1,6374891644297151488,6374891644297151084,6374891644297151084,N,0.0,1.43706
39628486981192221,250.361812547461,30.325733594762735,0.7015173280369061,QSO,0.05001237080725096,0.09988553694280769,2.909581811001499E-5,44.83280403213998,2,0.0,true,J164126.84+301932.7,250.361834,30.325754,18.559,17.727,17.325,16.361,0.045,0.032,0.052,0.036,433794847885,1,2008.3815,1,0.099423,J164126.84+301932.7,250.361834,30.325754,18.559,17.727,17.325,16.361,0.045,0.032,0.052,0.036,433794847885,1,2008.3815,1,0.099423,144392503618551490,250.36180755,30.32573171,0.007,0.004,0.0,436527104,52,55756.52731481,5,66,19.1587,0.011,19.2674,0.0147,115000,18.9281,0.0087,18.9285,0.0116,115000,19.0477,0.018,18.9897,0.0222,16892216,18.9116,0.0171,18.8706,0.0261,16892216,19.1053,0.0641,18.7926,0.0961,115000,0.016947,J164126.85+301932.8,250.3619157,30.325789,0.0635,0.0618,76.2,14.603,13.668,10.883,8.641,,,,0.031,0.033,0.106,0.374,,,,2504130201351031081,0000,0,001n,AAAC,15,186,-98,174,,0.377501,250.361668,30.325651,GALEX J164126.8+301932,6371478750540857863,6371478750537711616,AIS,249.954046,30.721288,110.0,110.0,51.0287,40.0133,50016,1345,42,0.528983,true,3,0.0281,0,0,19.8249,0.1767,18.9639,0.0759,1.0049,0.1767,-1.1161,0.0759,1.0833,0.1819,-0.8171,0.0829,1.0554,0.1909,-1.1051,0.0776,0,4,0,2,42.6635,6.94355,94.2829,6.58541,1061.29,990.54,1061.76,990.5,5.189,7.927,0.002,0.003,0.9292,0.9832,0.309,0.0463,-74.93,-79.94,46.25,46.35,5.25922,2.87514,3.5,0.001231,8.51E-4,3.5,7.47E-4,7.12E-4,92.9,107.3,0.604,0.7,0.53,0.78,0.67,0.12,0.1,C,0,1,6371478750540858368,6371478750540857863,0,1,6371478750540858368,6371478750540857863,6371478750540857863,N,0.0,0.53858
39628486989581676,250.94958798381808,30.185776847957406,1.3812094843089007,QSO,-0.09561131152184643,0.019489664479711618,2.8458172553913216E-5,46.19655110846476,,1.1520662060971113E25,true,J164347.90+301108.9,250.949606,30.185811,16.313,16.073,15.214,15.014,0.008,0.008,0.009,0.012,433794956996,1,2008.6366,-1,0.135192,J164347.90+301108.9,250.949606,30.185811,16.313,16.073,15.214,15.014,0.008,0.008,0.009,0.012,433794956996,1,2008.6366,-1,0.135192,144222509496063528,250.94958571,30.18577137,0.187,0.03,90.0,503636120,60,55867.79181713,5,77,17.5332,0.0221,17.6136,0.0108,115000,17.2966,0.0093,17.3295,0.0097,115000,17.123,0.0097,17.2003,0.0062,115000,17.0748,0.0117,17.1306,0.0031,115000,17.081,0.0094,17.2055,0.0169,115000,0.020952,J164347.90+301108.8,250.949598,30.185785,0.0418,0.0409,125.5,13.803,12.42,9.364,6.978,16.031,15.015,15.013,0.025,0.024,0.037,0.068,0.082,0.081,0.134,2504130201351028300,0000,0,0011,AAAA,-54,57,-150,61,0.05,0.042697,250.949549,30.185747,GALEX J164347.8+301108,6371478751614599254,6371478751611453440,AIS,250.960908,30.731688,106.1,158.15,50.9835,39.4877,50016,1377,43,0.546029,true,3,0.0307,0,0,19.1632,0.1456,18.415,0.0475,0.3432,0.1456,-1.665,0.0475,0.358,0.1464,-1.5434,0.0496,0.3709,0.1507,-1.6664,0.0486,256,1,0,0,78.4729,10.5233,156.31,6.83597,1970.57,623.41,1970.43,622.76,5.352,3.6,0.002,0.001,0.9881,0.9829,0.0942,0.141,-15.9,-28.03,-61.72,-61.72,5.99345,3.01656,3.5,9.53E-4,8.63E-4,3.5,8.39E-4,7.21E-4,125.4,76.2,0.208,0.91,0.48,0.69,0.53,0.06,0.07,C,0,1,6371478751614599168,6371478751614599254,0,1,6371478751614599168,6371478751614599254,6371478751614599254,N,0.0,0.162416
39628486993773759,251.13642999336454,30.16877550144239,1.9622663620110532,QSO,-0.1775804738880497,0.05343422331771129,3.7771516050443996E-5,45.35141674939441,,0.0,true,J164432.74+301007.6,251.136453,30.168805,18.787,18.901,18.212,17.471,0.057,0.099,0.12,0.101,433795019874,1,2008.6946,-1,0.127939,J164432.74+301007.6,251.136453,30.168805,18.787,18.901,18.212,17.471,0.057,0.099,0.12,0.101,433795019874,1,2008.6946,-1,0.127939,144202511364743136,251.13642588,30.16878029,0.016,0.015,0.0,436527256,52,55876.96215278,5,72,20.1438,0.0699,20.287,0.0621,115000,20.027,0.0493,20.0477,0.0489,115000,19.7928,0.0271,19.8891,0.0368,115000,19.6243,0.0211,19.6837,0.0711,115000,19.6815,0.0603,19.7845,0.1209,115000,0.021473,J164432.76+301007.5,251.1365143,30.1687632,0.1661,0.1529,178.7,16.516,15.376,12.327,8.91,,,,0.066,0.079,0.341,,,,,2504130201351026359,0000,0,0nnn,AABU,-646,614,475,679,,0.266111,251.136666,30.168839,GALEX J164432.7+301007,6371478755907474290,6371478755906420736,AIS,251.50027,29.766692,95.0,191.0,51.005,39.3259,50016,1505,47,0.510824,true,1,0.0286,0,0,,,21.8007,0.26,,,1.7207,0.26,,,1.7023,0.2372,,,2.1218,0.5432,256,0,0,0,,,6.91365,1.65524,,,2646.58,2921.54,,5.184,,0.002,0.9983,0.0,0.0789,,-5.76,-18.36,,,8.42329,4.80432,3.5,6.11E-4,5.63E-4,,,,165.4,59.4,,,0.82,,,0.32,,C,0,1,6371478755907474432,6371478755907474290,0,1,6371478755907474432,6371478755907474290,6371478755907474290,N,0.0,0.767779
39628486997968992,251.4640376516799,30.207067253014,1.418529891370846,QSO,-0.05347519603739853,0.1846401874506869,7.117193287570899E-5,45.38274208578159,,0.0,true,J164551.37+301225.3,251.464061,30.20705,19.017,18.666,17.943,17.677,0.057,0.071,0.092,0.115,433795026663,1,2008.4121,-1,0.095706,J164551.37+301225.3,251.464061,30.20705,19.017,18.666,17.943,17.677,0.057,0.071,0.092,0.115,433795026663,1,2008.4121,-1,0.095706,144242514640759074,251.46403762,30.20706729,0.007,0.006,90.0,436527256,52,55956.6234375,5,73,19.7736,0.0192,19.8638,0.0388,115000,19.4414,0.0095,19.5498,0.0181,115000,19.3188,0.0185,19.3959,0.0197,115000,19.3842,0.0351,19.4806,0.0303,115000,19.4628,0.0613,19.4582,0.0507,115000,1.66E-4,J164551.37+301225.4,251.4640692,30.2070792,0.1386,0.1275,176.5,16.487,14.993,11.349,9.003,,,,0.062,0.059,0.132,0.476,,,,2521130201351037868,0000,0,000n,AABC,-498,503,-539,551,,0.107256,251.464011,30.206986,GALEX J164551.3+301225,6371478755907474228,6371478755906420736,AIS,251.50027,29.766692,95.0,191.0,51.1285,39.0569,50016,1505,47,0.441413,true,1,0.0314,0,0,,,20.5687,0.1371,,,0.4887,0.1371,,,0.7597,0.1352,,,0.4847,0.1469,0,0,0,0,,,21.5039,2.71436,,,1967.33,3011.99,,10.606,,0.004,0.9116,0.0,0.31,,29.89,31.14,,,7.78231,4.96369,3.5,0.001077,7.43E-4,,,,166.2,81.9,,,0.69,,,0.27,,C,0,1,6371478755907474432,6371478755907474228,0,1,6371478755907474432,6371478755907474228,6371478755907474228,N,0.0,0.302193
39628486997970023,251.5215448065365,30.15899608853233,1.2921344882914017,QSO,-0.4999999835086497,0.0,0.0013331178418486698,44.85651423074627,,0.0,true,J164605.16+300932.4,251.521536,30.159002,20.123,19.641,18.804,,0.152,0.17,0.201,,433794969141,1,2007.3005,-1,0.03431,J164605.16+300932.4,251.521536,30.159002,20.123,19.641,18.804,,0.152,0.17,0.201,,433794969141,1,2007.3005,-1,0.03431,144192515216421397,251.52154363,30.15899875,0.025,0.019,90.0,436527248,52,55872.34420139,5,51,21.4169,0.0342,21.4849,0.0511,115000,20.8518,0.0743,20.7112,0.0681,115000,20.9203,0.0386,20.9712,0.0637,115000,20.6534,0.0449,20.8975,0.2141,115000,,,,,114720,0.010257,J164605.17+300932.3,251.521549,30.1589926,0.2125,0.1958,175.8,16.761,15.651,12.234,9.05,,,,0.08,0.106,,,,,,2521130201351038055,0000,0,0nnn,AAUU,-40,778,439,845,,0.018112,251.521468,30.159099,GALEX J164605.1+300932,6371478755907474135,6371478755906420736,AIS,251.50027,29.766692,95.0,191.0,51.0815,38.9984,50016,1505,47,0.392836,true,1,0.0366,0,0,,,21.9469,0.2795,,,1.8669,0.2795,,,1.9422,0.2859,,,2.5153,0.7547,0,0,0,0,,,6.04308,1.55506,,,1848.12,2897.06,,6.139,,0.003,0.9875,0.0,0.1577,,1.16,5.87,,,0.0,4.57102,3.5,6.12E-4,5.16E-4,,,,165.7,82.5,,,0.91,,,0.35,,C,0,1,6371478755907474432,6371478755907474135,0,1,6371478755907474432,6371478755907474135,6371478755907474135,N,0.0,0.440724
39628487002162664,251.73270420910978,30.187910824795868,1.2092360209632602,QSO,0.2196037778695702,0.0,6.72334819935031E-5,44.99831981683611,,0.0,true,J164655.85+301116.5,251.732717,30.187924,19.092,17.953,18.039,17.103,0.059,0.036,0.096,0.068,433794968243,1,2007.3951,-1,0.062069,J164655.85+301116.5,251.732717,30.187924,19.092,17.953,18.039,17.103,0.059,0.036,0.096,0.068,433794968243,1,2007.3951,-1,0.062069,144222517327276105,251.73270126,30.18790894,0.009,0.005,0.0,436527256,52,55869.51712963,5,72,20.0322,0.027,20.083,0.0357,115000,19.5679,0.0232,19.6447,0.0215,115000,19.683,0.0164,19.7886,0.0264,115000,19.7989,0.0538,19.8228,0.0704,115000,19.7492,0.1714,19.4838,0.134,115000,0.011413,J164655.84+301116.4,251.7326967,30.1878967,0.0812,0.076,177.1,15.53,14.259,11.519,8.558,,,,0.038,0.039,0.175,,,,,2521130201351035085,0000,0,00nn,AABU,-175,261,-313,285,,0.05593,251.73276,30.18795,GALEX J164655.8+301116,6371478755907474374,6371478755906420736,AIS,251.50027,29.766692,95.0,191.0,51.1667,38.8258,50016,1505,47,0.46692,true,1,0.0416,0,0,,,19.5019,0.0708,,,-0.5781,0.0708,,,-0.5086,0.0705,,,-0.6219,0.0735,0,17,0,2,,,57.4429,3.74397,,,1409.79,2966.85,,3.62,,0.002,0.9836,0.0,0.0476,,-32.35,-28.37,,,11.6363,1.61396,3.5,8.29E-4,7.9E-4,,,,167.7,89.2,,,0.5,,,0.09,,C,0,1,6371478755907474432,6371478755907474374,0,1,6371478755907474432,6371478755907474374,6371478755907474374,N,0.0,0.223228
39628487010553512,252.41214952729362,30.374672620207015,1.5627455185759984,QSO,0.00289359183368898,0.0,2.829823894221435E-5,46.169543951397486,,0.0,true,J164938.91+302228.8,252.412163,30.374691,17.144,16.648,15.987,15.679,0.013,0.01,0.014,0.019,433794817906,1,2008.5768,-1,0.078349,J164938.91+302228.8,252.412163,30.374691,17.144,16.648,15.987,15.679,0.013,0.01,0.014,0.019,433794817906,1,2008.5768,-1,0.078349,144452524121590202,252.41214836,30.37467571,0.009,0.003,0.0,503636120,60,55893.57092593,10,75,18.0342,0.0163,18.1038,0.0088,115000,17.8888,0.0051,17.9231,0.015,115000,17.6193,0.0061,17.7072,0.0073,115000,17.6163,0.0056,17.6958,0.0132,115000,17.6407,0.0108,17.7467,0.0179,115000,0.011699,J164938.91+302228.8,252.412159,30.3746844,0.045,0.0446,78.9,14.367,12.853,9.767,7.749,16.624,15.915,15.781,0.027,0.024,0.041,0.153,0.142,0.165,0.204,2521130201351029616,0000,0,110n,AAAB,-133,75,-271,475,0.278,0.051534,252.41205,30.374467,GALEX J164938.8+302228,6371478754833728308,6371478754832678912,AIS,251.998605,30.739737,111.0,207.0,51.5573,38.2914,50016,1473,46,0.510075,true,1,0.0392,0,0,,,20.3594,0.1118,,,0.2794,0.1118,,,0.3454,0.1057,,,0.239,0.1221,0,0,0,0,,,26.0764,2.6841,,,1066.68,1067.66,,5.5,,0.002,0.9786,0.0,0.1464,,-5.03,-2.98,,,9.8012,5.72023,3.5,8.68E-4,7.41E-4,,,,172.5,115.5,,,0.57,,,0.17,,C,0,1,6371478754833728512,6371478754833728308,0,1,6371478754833728512,6371478754833728308,6371478754833728308,N,0.0,0.802954
39628487027328063,253.44239614256853,30.167639867070857,1.3243510519659536,QSO,-0.09832469519487314,0.0,2.8628016084525047E-5,45.14264201389117,,0.0,true,J165346.17+301003.5,253.442405,30.167654,19.619,18.904,18.665,18.073,0.094,0.093,0.155,0.157,433795029699,1,2007.2748,-1,0.057964,J165346.17+301003.5,253.442405,30.167654,19.619,18.904,18.665,18.073,0.094,0.093,0.155,0.157,433795029699,1,2007.2748,-1,0.057964,144202534424331772,253.44239659,30.16763837,0.031,0.009,0.0,436527248,52,55809.41230324,5,66,20.7782,0.0275,20.6941,0.0774,115000,19.9508,0.0844,20.0132,0.0841,115000,19.9788,0.0596,20.0708,0.0672,115000,20.2907,0.0637,20.2881,0.0851,115000,19.7744,0.0604,20.0298,0.2078,115000,0.005566,J165346.22+301004.0,253.4426239,30.167799,0.1292,0.1196,3.3,16.291,14.909,11.887,8.933,,,,0.057,0.056,0.271,,,,,2539130201351035323,0000,0,00nn,AABU,711,467,178,514,,0.911302,253.44251,30.167528,GALEX J165346.2+301003,6371478765571151174,6371478765570097152,AIS,253.510843,29.748522,112.0,210.05,51.5439,37.3777,50016,1793,56,0.423168,true,1,0.038,0,0,,,20.5469,0.1224,,,0.4669,0.1224,,,0.5618,0.116,,,0.4106,0.1338,0,0,0,0,,,21.9394,2.47204,,,2123.58,2936.38,,8.982,,0.004,0.9816,0.0,0.0305,,-21.83,-38.48,,,11.5997,0.492648,3.5,8.19E-4,7.94E-4,,,,185.4,91.2,,,0.58,,,0.19,,C,0,1,6371478765571150848,6371478765571151174,0,1,6371478765571150848,6371478765571151174,6371478765571151174,N,0.0,0.536564
39628487027332056,253.6473195823088,30.24233316550369,1.907271223075934,QSO,0.009332789891529414,0.005808132627288571,4.206515964273954E-5,45.851158182560916,,0.0,true,J165435.35+301432.5,253.647321,30.242375,17.814,17.661,17.246,16.616,0.021,0.023,0.042,0.042,433794986911,1,2008.2305,-1,0.150726,J165435.35+301432.5,253.647321,30.242375,17.814,17.661,17.246,16.616,0.021,0.023,0.042,0.042,433794986911,1,2008.2305,-1,0.150726,144292536473311402,253.64731878,30.24233381,0.006,0.003,0.0,436527256,52,55828.91365741,5,76,18.6151,0.0063,18.6983,0.0091,115000,18.6727,0.0122,18.7598,0.0267,115000,18.3846,0.0095,18.4481,0.0314,115000,18.3391,0.0116,18.4448,0.0117,115000,18.3722,0.0151,18.4663,0.0389,115000,0.003407,J165435.35+301432.2,253.647305,30.2422966,0.0843,0.08,175.8,15.518,14.453,11.201,8.173,,,,0.037,0.044,0.135,0.222,,,,2539130201351035148,0000,0,11nn,AABB,76,282,-33,309,,0.139297,253.64771,30.242331,GALEX J165435.4+301432,6371478765573248655,6371478765570097152,AIS,253.510843,29.748522,112.0,210.05,51.6846,37.2212,50016,1793,56,0.507837,true,3,0.0367,0,0,21.7821,0.514,19.9349,0.1008,2.9621,0.514,-0.1451,0.1008,3.0194,0.5418,0.1513,0.096,3.0506,0.7071,-0.0896,0.0993,0,153,0,3,7.0336,3.32883,38.552,3.57749,1698.52,3115.95,1697.96,3115.93,4.93,9.228,0.002,0.004,0.8606,0.9645,0.2953,0.3473,87.93,86.78,-62.65,-62.61,17.4445,3.83536,3.50137,0.001443,0.001017,6.99885,4.28E-4,2.79E-4,181.8,98.4,0.825,0.77,0.71,1.49,1.29,0.28,0.28,C,0,1,6371478765573249024,6371478765573248655,0,1,6371478765573249024,6371478765573248655,6371478765573248655,N,0.0,1.214647
39628491360046140,192.32926832647942,30.58449055493523,1.868819921099628,QSO,-0.013807289723838989,0.062374678882888716,4.430279607035497E-5,45.83883703958387,,0.0,true,J124919.03+303504.0,192.329324,30.584462,20.009,,,18.334,0.154,,,0.212,433794702617,1,2010.2039,1,0.200776,J124919.03+303504.0,192.329324,30.584462,20.009,,,18.334,0.154,,,0.212,433794702617,1,2010.2039,1,0.200776,144701923292791964,192.32927315,30.58449341,0.023,0.022,0.0,436527248,52,56062.5399537,10,64,20.9056,0.0264,21.0649,0.0677,115000,20.9961,0.0338,21.1484,0.0626,115000,20.7255,0.022,20.8152,0.0418,115000,20.6273,0.0546,20.5535,0.1149,115000,,,,,114720,0.018141,J124919.04+303504.3,192.3293523,30.5845513,0.4562,0.4092,21.1,17.639,16.27,12.641,9.019,,,,0.179,0.184,,,,,,1930130201351040325,0000,0,nnnn,BBUU,-1547,1837,-420,1992,,0.339774,192.329904,30.584402,GALEX J124919.1+303503,6374891665769893799,6374891665768841216,AIS,192.367077,30.138849,96.0,96.0,130.4466,86.5129,50113,2273,71,0.446706,true,1,0.0149,0,0,,,21.4173,0.331,,,1.3373,0.331,,,1.6254,0.3749,,,1.546,0.5495,0,0,0,0,,,9.84211,3.00012,,,1940.09,2973.5,,9.088,,0.004,0.9823,0.0,0.3368,,19.47,18.51,,,1.39494,2.12007,3.5,7.77E-4,5.15E-4,,,,74.5,77.7,,,1.17,,,0.45,,C,0,1,6374891665769893888,6374891665769893799,0,1,6374891665769893888,6374891665769893799,6374891665769893799,N,0.0,1.995414
39628491364241333,192.68642823299356,30.51271846576552,1.6031698310518687,QSO,-0.028131328758192853,0.0,2.816541869947141E-5,45.86923565963005,,6.492341874638152E24,true,J125044.75+303045.8,192.686491,30.512734,17.844,17.368,16.856,16.414,0.021,0.021,0.031,0.034,433794719572,1,2010.2039,-1,0.202635,J125044.75+303045.8,192.686491,30.512734,17.844,17.368,16.856,16.414,0.021,0.021,0.031,0.034,433794719572,1,2010.2039,-1,0.202635,144611926864605832,192.6864177,30.51272124,0.01,0.008,0.0,436527256,52,56053.23149306,5,82,18.4578,0.018,18.5113,0.0198,115000,18.4135,0.0099,18.5013,0.0139,115000,18.2521,0.0081,18.2804,0.0209,115000,18.2846,0.0203,18.3793,0.0195,115000,18.3299,0.0168,18.5021,0.0463,115000,0.03416,J125044.73+303045.9,192.6864135,30.5127657,0.0675,0.0633,10.3,15.082,13.643,10.548,7.989,,,,0.034,0.034,0.076,0.183,,,,1930130201351042200,0000,0,000n,AAAB,-3,201,193,214,,0.176074,192.686549,30.512854,GALEX J125044.7+303046,6374891665769893642,6374891665768841216,AIS,192.367077,30.138849,96.0,96.0,125.4514,86.612,50113,2273,71,0.464674,true,1,0.0159,0,0,,,20.5313,0.2023,,,0.4513,0.2023,,,0.6167,0.1975,,,0.4873,0.2399,0,0,0,0,,,22.2572,4.1452,,,1202.67,2802.88,,7.757,,0.003,0.982,0.0,0.2953,,-19.78,-20.71,,,0.0,66.6789,3.5,9.32E-4,6.56E-4,,,,73.5,72.2,,,0.7,,,0.27,,C,0,1,6374891665769893888,6374891665769893642,0,1,6374891665769893888,6374891665769893642,6374891665769893642,N,0.0,0.615722
